,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
0,NSRDB,262931,-,-,-,35.01,-115.02,-8.0,958.0,-8.0,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,4.0.1
1,Year,Month,Day,Hour,Minute,GHI,DNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2006,1,1,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2006,1,1,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2006,1,1,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2006,1,1,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2006,1,1,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2006,1,1,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2006,1,1,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2006,1,1,7,30,96,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2006,1,1,8,30,126,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2006,1,1,9,30,240,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2006,1,1,10,30,316,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2006,1,1,11,30,389,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2006,1,1,12,30,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2006,1,1,13,30,178,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2006,1,1,14,30,105,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2006,1,1,15,30,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2006,1,1,16,30,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2006,1,1,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2006,1,1,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2006,1,1,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2006,1,1,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2006,1,1,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2006,1,1,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2006,1,1,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2006,1,2,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2006,1,2,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2006,1,2,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2006,1,2,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2006,1,2,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2006,1,2,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2006,1,2,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2006,1,2,7,30,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2006,1,2,8,30,181,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2006,1,2,9,30,373,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2006,1,2,10,30,414,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2006,1,2,11,30,438,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2006,1,2,12,30,365,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2006,1,2,13,30,222,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2006,1,2,14,30,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2006,1,2,15,30,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2006,1,2,16,30,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2006,1,2,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2006,1,2,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2006,1,2,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2006,1,2,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2006,1,2,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2006,1,2,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2006,1,2,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2006,1,3,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2006,1,3,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2006,1,3,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2006,1,3,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2006,1,3,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2006,1,3,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2006,1,3,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2006,1,3,7,30,93,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2006,1,3,8,30,271,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2006,1,3,9,30,427,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2006,1,3,10,30,491,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2006,1,3,11,30,493,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2006,1,3,12,30,442,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2006,1,3,13,30,487,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2006,1,3,14,30,353,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2006,1,3,15,30,134,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2006,1,3,16,30,19,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2006,1,3,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2006,1,3,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2006,1,3,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2006,1,3,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2006,1,3,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2006,1,3,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2006,1,3,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2006,1,4,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2006,1,4,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2006,1,4,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2006,1,4,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2006,1,4,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2006,1,4,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2006,1,4,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2006,1,4,7,30,49,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2006,1,4,8,30,264,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2006,1,4,9,30,418,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2006,1,4,10,30,523,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2006,1,4,11,30,573,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2006,1,4,12,30,557,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2006,1,4,13,30,302,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2006,1,4,14,30,337,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2006,1,4,15,30,180,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2006,1,4,16,30,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2006,1,4,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2006,1,4,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2006,1,4,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2006,1,4,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2006,1,4,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2006,1,4,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2006,1,4,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2006,1,5,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2006,1,5,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2006,1,5,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2006,1,5,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2006,1,5,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2006,1,5,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2006,1,5,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2006,1,5,7,30,94,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2006,1,5,8,30,274,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2006,1,5,9,30,431,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2006,1,5,10,30,529,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2006,1,5,11,30,590,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2006,1,5,12,30,574,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2006,1,5,13,30,495,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2006,1,5,14,30,361,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2006,1,5,15,30,188,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2006,1,5,16,30,23,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2006,1,5,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2006,1,5,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2006,1,5,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2006,1,5,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2006,1,5,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2006,1,5,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2006,1,5,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2006,1,6,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2006,1,6,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2006,1,6,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2006,1,6,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2006,1,6,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2006,1,6,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2006,1,6,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2006,1,6,7,30,73,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2006,1,6,8,30,181,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2006,1,6,9,30,437,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2006,1,6,10,30,547,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2006,1,6,11,30,597,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2006,1,6,12,30,582,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2006,1,6,13,30,507,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2006,1,6,14,30,372,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2006,1,6,15,30,196,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2006,1,6,16,30,25,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2006,1,6,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2006,1,6,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2006,1,6,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2006,1,6,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2006,1,6,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2006,1,6,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2006,1,6,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2006,1,7,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2006,1,7,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2006,1,7,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2006,1,7,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2006,1,7,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2006,1,7,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2006,1,7,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2006,1,7,7,30,67,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2006,1,7,8,30,198,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2006,1,7,9,30,436,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2006,1,7,10,30,411,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2006,1,7,11,30,546,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2006,1,7,12,30,484,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2006,1,7,13,30,440,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2006,1,7,14,30,285,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2006,1,7,15,30,156,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2006,1,7,16,30,24,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2006,1,7,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2006,1,7,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2006,1,7,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2006,1,7,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2006,1,7,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2006,1,7,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2006,1,7,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2006,1,8,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2006,1,8,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2006,1,8,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2006,1,8,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2006,1,8,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2006,1,8,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2006,1,8,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2006,1,8,7,30,96,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2006,1,8,8,30,280,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2006,1,8,9,30,440,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2006,1,8,10,30,542,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2006,1,8,11,30,593,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2006,1,8,12,30,580,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2006,1,8,13,30,500,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2006,1,8,14,30,367,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2006,1,8,15,30,192,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2006,1,8,16,30,26,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2006,1,8,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2006,1,8,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2006,1,8,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2006,1,8,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2006,1,8,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2006,1,8,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2006,1,8,23,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2006,1,9,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2006,1,9,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2006,1,9,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2006,1,9,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2006,1,9,4,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2006,1,9,5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2006,1,9,6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2006,1,9,7,30,96,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2006,1,9,8,30,278,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2006,1,9,9,30,439,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2006,1,9,10,30,549,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2006,1,9,11,30,601,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2006,1,9,12,30,588,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2006,1,9,13,30,509,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2006,1,9,14,30,375,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2006,1,9,15,30,201,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2006,1,9,16,30,29,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2006,1,9,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2006,1,9,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2006,1,9,19,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2006,1,9,20,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2006,1,9,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2006,1,9,22,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
