,Year,Month,Day,GHI,DNI
0,1998,1,1,3340,6158
1,1998,1,2,2916,3583
2,1998,1,3,1407,1043
3,1998,1,4,2252,3503
4,1998,1,5,3654,8547
5,1998,1,6,2601,3375
6,1998,1,7,3275,6123
7,1998,1,8,2995,4659
8,1998,1,9,1515,647
9,1998,1,10,1623,924
10,1998,1,11,3432,6443
11,1998,1,12,2988,3529
12,1998,1,13,3547,6893
13,1998,1,14,3157,4713
14,1998,1,15,1738,660
15,1998,1,16,2789,2904
16,1998,1,17,3133,4616
17,1998,1,18,3704,6750
18,1998,1,19,2958,2368
19,1998,1,20,2268,1092
20,1998,1,21,4027,8704
21,1998,1,22,4003,8091
22,1998,1,23,3723,6237
23,1998,1,24,4104,8628
24,1998,1,25,4153,8751
25,1998,1,26,3182,2462
26,1998,1,27,3872,5898
27,1998,1,28,3779,5414
28,1998,1,29,1417,1231
29,1998,1,30,4096,6800
30,1998,1,31,1658,695
31,1998,2,1,2851,2858
32,1998,2,2,1590,404
33,1998,2,3,826,147
34,1998,2,4,3098,4374
35,1998,2,5,3771,4508
36,1998,2,6,1501,431
37,1998,2,7,3167,3424
38,1998,2,8,4406,6888
39,1998,2,9,4259,7132
40,1998,2,10,4449,6707
41,1998,2,11,4448,6430
42,1998,2,12,2916,2635
43,1998,2,13,4810,8583
44,1998,2,14,399,1
45,1998,2,15,4958,8456
46,1998,2,16,4072,5507
47,1998,2,17,2163,457
48,1998,2,18,5151,8786
49,1998,2,19,1799,514
50,1998,2,20,4373,6898
51,1998,2,21,4023,2471
52,1998,2,22,2264,2646
53,1998,2,23,1619,451
54,1998,2,24,4538,5942
55,1998,2,25,5237,7936
56,1998,2,26,4986,6524
57,1998,2,27,5573,9057
58,1998,2,28,5574,8805
59,1998,3,1,5218,6917
60,1998,3,2,5829,9804
61,1998,3,3,5737,9489
62,1998,3,4,5452,6849
63,1998,3,5,5417,7602
64,1998,3,6,4187,4304
65,1998,3,7,5718,8638
66,1998,3,8,6031,9078
67,1998,3,9,6212,10056
68,1998,3,10,6330,10475
69,1998,3,11,6364,10312
70,1998,3,12,5473,6379
71,1998,3,13,3357,2109
72,1998,3,14,3771,2571
73,1998,3,15,6320,9487
74,1998,3,16,5215,5054
75,1998,3,17,6482,9931
76,1998,3,18,6723,10631
77,1998,3,19,6433,8511
78,1998,3,20,6213,7177
79,1998,3,21,5943,6013
80,1998,3,22,5516,3635
81,1998,3,23,6773,9757
82,1998,3,24,6944,10605
83,1998,3,25,1889,1203
84,1998,3,26,2305,2134
85,1998,3,27,1658,211
86,1998,3,28,3657,2221
87,1998,3,29,6539,7460
88,1998,3,30,7234,10493
89,1998,3,31,4954,4542
90,1998,4,1,4138,2646
91,1998,4,2,7095,9029
92,1998,4,3,3831,1410
93,1998,4,4,5744,5131
94,1998,4,5,6300,5047
95,1998,4,6,5369,3425
96,1998,4,7,6323,7599
97,1998,4,8,7445,9815
98,1998,4,9,7462,9438
99,1998,4,10,7736,10607
100,1998,4,11,4716,4312
101,1998,4,12,7904,10875
102,1998,4,13,5993,5034
103,1998,4,14,6985,8584
104,1998,4,15,7117,8082
105,1998,4,16,8053,10841
106,1998,4,17,7936,10012
107,1998,4,18,7984,11036
108,1998,4,19,7951,10800
109,1998,4,20,8022,10949
110,1998,4,21,8085,11008
111,1998,4,22,8024,10658
112,1998,4,23,8135,10898
113,1998,4,24,8095,10617
114,1998,4,25,6891,6048
115,1998,4,26,8276,10304
116,1998,4,27,8317,10609
117,1998,4,28,8270,10590
118,1998,4,29,8248,10524
119,1998,4,30,8216,10347
120,1998,5,1,8500,11025
121,1998,5,2,8268,10394
122,1998,5,3,7192,6884
123,1998,5,4,6379,5884
124,1998,5,5,4234,2913
125,1998,5,6,3184,1476
126,1998,5,7,6963,7042
127,1998,5,8,8448,10834
128,1998,5,9,8221,8739
129,1998,5,10,8738,11211
130,1998,5,11,7932,7267
131,1998,5,12,5632,3447
132,1998,5,13,3980,2184
133,1998,5,14,8090,9741
134,1998,5,15,8700,11245
135,1998,5,16,8612,10055
136,1998,5,17,8846,11213
137,1998,5,18,8678,9705
138,1998,5,19,8066,9111
139,1998,5,20,8792,11048
140,1998,5,21,8992,11693
141,1998,5,22,8889,11568
142,1998,5,23,8749,10893
143,1998,5,24,8805,11170
144,1998,5,25,8086,8035
145,1998,5,26,8515,10274
146,1998,5,27,8975,11681
147,1998,5,28,8426,9630
148,1998,5,29,7655,6795
149,1998,5,30,9075,10600
150,1998,5,31,8237,7549
151,1998,6,1,9103,11852
152,1998,6,2,8951,11471
153,1998,6,3,7955,8433
154,1998,6,4,8965,11618
155,1998,6,5,8919,11287
156,1998,6,6,8918,11014
157,1998,6,7,8865,11016
158,1998,6,8,8428,9595
159,1998,6,9,8873,10782
160,1998,6,10,7504,6869
161,1998,6,11,8308,9813
162,1998,6,12,7683,7485
163,1998,6,13,8681,10074
164,1998,6,14,8992,11774
165,1998,6,15,8945,11583
166,1998,6,16,8904,11463
167,1998,6,17,9327,12534
168,1998,6,18,9256,12303
169,1998,6,19,9072,11957
170,1998,6,20,9160,11926
171,1998,6,21,9301,12309
172,1998,6,22,9346,12403
173,1998,6,23,9182,11976
174,1998,6,24,9025,11764
175,1998,6,25,8937,11793
176,1998,6,26,9219,12323
177,1998,6,27,9239,12414
178,1998,6,28,9151,12328
179,1998,6,29,9285,12607
180,1998,6,30,9328,12522
181,1998,7,1,9178,12226
182,1998,7,2,9163,12112
183,1998,7,3,9203,12213
184,1998,7,4,9330,12431
185,1998,7,5,9069,11969
186,1998,7,6,9027,11704
187,1998,7,7,8407,10036
188,1998,7,8,8405,9944
189,1998,7,9,8723,11049
190,1998,7,10,8916,11760
191,1998,7,11,9165,12364
192,1998,7,12,9254,12551
193,1998,7,13,9171,12428
194,1998,7,14,9132,12415
195,1998,7,15,9083,12252
196,1998,7,16,8889,11784
197,1998,7,17,8737,11207
198,1998,7,18,8122,8003
199,1998,7,19,5414,1685
200,1998,7,20,6396,4284
201,1998,7,21,7655,8250
202,1998,7,22,6605,5959
203,1998,7,23,7702,8508
204,1998,7,24,8558,11102
205,1998,7,25,8649,11518
206,1998,7,26,8595,11450
207,1998,7,27,7620,9699
208,1998,7,28,8083,9484
209,1998,7,29,8630,11686
210,1998,7,30,8766,12028
211,1998,7,31,8717,12038
212,1998,8,1,8783,12271
213,1998,8,2,8656,11874
214,1998,8,3,8516,11682
215,1998,8,4,8446,11750
216,1998,8,5,8389,11499
217,1998,8,6,7875,9303
218,1998,8,7,8133,10258
219,1998,8,8,8262,10978
220,1998,8,9,7217,8110
221,1998,8,10,4056,2257
222,1998,8,11,6757,7185
223,1998,8,12,7627,9381
224,1998,8,13,7150,8056
225,1998,8,14,7273,8184
226,1998,8,15,7524,8248
227,1998,8,16,7949,9948
228,1998,8,17,8125,10977
229,1998,8,18,8141,11404
230,1998,8,19,8077,11343
231,1998,8,20,7917,11078
232,1998,8,21,7921,11062
233,1998,8,22,7760,10628
234,1998,8,23,7612,10157
235,1998,8,24,7533,10051
236,1998,8,25,7499,9884
237,1998,8,26,7725,10920
238,1998,8,27,7688,10914
239,1998,8,28,7533,10541
240,1998,8,29,6874,8170
241,1998,8,30,6998,7957
242,1998,8,31,5589,6359
243,1998,9,1,6920,8147
244,1998,9,2,6796,8138
245,1998,9,3,5083,4331
246,1998,9,4,2368,1949
247,1998,9,5,6248,6983
248,1998,9,6,4449,2949
249,1998,9,7,6568,8383
250,1998,9,8,6801,9069
251,1998,9,9,7073,10198
252,1998,9,10,7085,10221
253,1998,9,11,7114,10433
254,1998,9,12,7081,10400
255,1998,9,13,7022,10439
256,1998,9,14,6901,10198
257,1998,9,15,6568,8302
258,1998,9,16,6631,9268
259,1998,9,17,6987,10618
260,1998,9,18,6993,10877
261,1998,9,19,6934,10606
262,1998,9,20,6698,10127
263,1998,9,21,6501,9550
264,1998,9,22,6494,9683
265,1998,9,23,6488,9769
266,1998,9,24,6404,9548
267,1998,9,25,6410,9726
268,1998,9,26,6213,9220
269,1998,9,27,5760,6964
270,1998,9,28,6268,9711
271,1998,9,29,6129,9032
272,1998,9,30,5866,8130
273,1998,10,1,6029,9328
274,1998,10,2,6163,9867
275,1998,10,3,6087,9734
276,1998,10,4,6026,9870
277,1998,10,5,6116,10102
278,1998,10,6,6014,8979
279,1998,10,7,5633,8010
280,1998,10,8,5844,8692
281,1998,10,9,5860,9593
282,1998,10,10,5903,9927
283,1998,10,11,5656,9095
284,1998,10,12,4927,6045
285,1998,10,13,5754,9925
286,1998,10,14,5318,8026
287,1998,10,15,5447,9093
288,1998,10,16,5546,9735
289,1998,10,17,5548,9839
290,1998,10,18,5445,9615
291,1998,10,19,5176,8674
292,1998,10,20,5166,8957
293,1998,10,21,5127,8944
294,1998,10,22,5026,8712
295,1998,10,23,4994,8770
296,1998,10,24,2648,2130
297,1998,10,25,3657,4905
298,1998,10,26,4213,4789
299,1998,10,27,4788,8678
300,1998,10,28,4389,7227
301,1998,10,29,3797,4415
302,1998,10,30,3948,4348
303,1998,10,31,4720,8977
304,1998,11,1,4599,8099
305,1998,11,2,4363,7914
306,1998,11,3,4573,9075
307,1998,11,4,4477,8646
308,1998,11,5,4576,9098
309,1998,11,6,4508,9090
310,1998,11,7,3957,6399
311,1998,11,8,2590,2217
312,1998,11,9,4399,9095
313,1998,11,10,4230,8018
314,1998,11,11,2415,2115
315,1998,11,12,4244,8699
316,1998,11,13,4203,8805
317,1998,11,14,4162,8777
318,1998,11,15,4197,8647
319,1998,11,16,3565,4895
320,1998,11,17,4014,8217
321,1998,11,18,4017,8319
322,1998,11,19,4039,8304
323,1998,11,20,4012,8370
324,1998,11,21,3916,8253
325,1998,11,22,3842,7364
326,1998,11,23,3682,6667
327,1998,11,24,3804,8114
328,1998,11,25,3682,7760
329,1998,11,26,3687,7148
330,1998,11,27,2058,1431
