Year,Month,Day,GHI,DNI,state,lat,lon
1998,1,1,3542,7044,cal,33,-115
1998,1,2,3526,7019,cal,33,-115
1998,1,3,3542,6846,cal,33,-115
1998,1,4,2974,4713,cal,33,-115
1998,1,5,3827,7941,cal,33,-115
1998,1,6,3489,5552,cal,33,-115
1998,1,7,3781,7814,cal,33,-115
1998,1,8,2423,2206,cal,33,-115
1998,1,9,1563,1479,cal,33,-115
1998,1,10,2856,4492,cal,33,-115
1998,1,11,3701,7084,cal,33,-115
1998,1,12,3620,6457,cal,33,-115
1998,1,13,3764,7057,cal,33,-115
1998,1,14,3879,7462,cal,33,-115
1998,1,15,3641,6008,cal,33,-115
1998,1,16,3368,4487,cal,33,-115
1998,1,17,3122,3520,cal,33,-115
1998,1,18,3725,6018,cal,33,-115
1998,1,19,3654,5127,cal,33,-115
1998,1,20,2932,3271,cal,33,-115
1998,1,21,4149,8031,cal,33,-115
1998,1,22,4076,7164,cal,33,-115
1998,1,23,3900,6054,cal,33,-115
1998,1,24,4234,8138,cal,33,-115
1998,1,25,4308,8285,cal,33,-115
1998,1,26,4173,6263,cal,33,-115
1998,1,27,3793,4856,cal,33,-115
1998,1,28,4362,7623,cal,33,-115
1998,1,29,4291,7760,cal,33,-115
1998,1,30,4467,8136,cal,33,-115
1998,1,31,4015,5073,cal,33,-115
1998,2,1,4429,7885,cal,33,-115
1998,2,2,4068,6365,cal,33,-115
1998,2,3,1096,238,cal,33,-115
1998,2,4,3997,6144,cal,33,-115
1998,2,5,4598,7759,cal,33,-115
1998,2,6,2924,3928,cal,33,-115
1998,2,7,4289,6399,cal,33,-115
1998,2,8,2460,2331,cal,33,-115
1998,2,9,4784,8027,cal,33,-115
1998,2,10,4583,6888,cal,33,-115
1998,2,11,4360,5350,cal,33,-115
1998,2,12,4518,5451,cal,33,-115
1998,2,13,4603,6360,cal,33,-115
1998,2,14,1147,96,cal,33,-115
1998,2,15,4390,5446,cal,33,-115
1998,2,16,5091,7780,cal,33,-115
1998,2,17,1702,411,cal,33,-115
1998,2,18,5212,8195,cal,33,-115
1998,2,19,2976,1633,cal,33,-115
1998,2,20,4330,5405,cal,33,-115
1998,2,21,4005,1650,cal,33,-115
1998,2,22,4824,6350,cal,33,-115
1998,2,23,5263,7364,cal,33,-115
1998,2,24,3739,2929,cal,33,-115
1998,2,25,5533,8568,cal,33,-115
1998,2,26,5475,7796,cal,33,-115
1998,2,27,5669,8354,cal,33,-115
1998,2,28,5757,8966,cal,33,-115
1998,3,1,5855,9251,cal,33,-115
1998,3,2,5561,8223,cal,33,-115
1998,3,3,5805,8744,cal,33,-115
1998,3,4,4812,4654,cal,33,-115
1998,3,5,5678,8063,cal,33,-115
1998,3,6,4726,5329,cal,33,-115
1998,3,7,6261,9394,cal,33,-115
1998,3,8,6190,9327,cal,33,-115
1998,3,9,6064,7717,cal,33,-115
1998,3,10,6240,8507,cal,33,-115
1998,3,11,6308,9134,cal,33,-115
1998,3,12,6195,8207,cal,33,-115
1998,3,13,4475,3116,cal,33,-115
1998,3,14,1630,893,cal,33,-115
1998,3,15,6034,7910,cal,33,-115
1998,3,16,6080,6743,cal,33,-115
1998,3,17,6251,8074,cal,33,-115
1998,3,18,6624,9277,cal,33,-115
1998,3,19,6625,9357,cal,33,-115
1998,3,20,6460,8341,cal,33,-115
1998,3,21,6805,9388,cal,33,-115
1998,3,22,6374,6988,cal,33,-115
1998,3,23,6763,9436,cal,33,-115
1998,3,24,6790,9323,cal,33,-115
1998,3,25,6138,7684,cal,33,-115
1998,3,26,4375,3946,cal,33,-115
1998,3,27,6717,8646,cal,33,-115
1998,3,28,2228,2011,cal,33,-115
1998,3,29,4577,3278,cal,33,-115
1998,3,30,7235,9940,cal,33,-115
1998,3,31,6968,8420,cal,33,-115
1998,4,1,6176,7218,cal,33,-115
1998,4,2,7224,9425,cal,33,-115
1998,4,3,7313,9768,cal,33,-115
1998,4,4,7401,9853,cal,33,-115
1998,4,5,7276,9195,cal,33,-115
1998,4,6,7198,8376,cal,33,-115
1998,4,7,7392,9531,cal,33,-115
1998,4,8,7479,9693,cal,33,-115
1998,4,9,7535,9773,cal,33,-115
1998,4,10,7630,10077,cal,33,-115
1998,4,11,5554,6557,cal,33,-115
1998,4,12,7188,8226,cal,33,-115
1998,4,13,7694,9678,cal,33,-115
1998,4,14,7603,9159,cal,33,-115
1998,4,15,7774,9686,cal,33,-115
1998,4,16,7816,9136,cal,33,-115
1998,4,17,7532,9242,cal,33,-115
1998,4,18,7935,10538,cal,33,-115
1998,4,19,7923,10326,cal,33,-115
1998,4,20,7959,10413,cal,33,-115
1998,4,21,7885,9752,cal,33,-115
1998,4,22,7912,9875,cal,33,-115
1998,4,23,8027,10332,cal,33,-115
1998,4,24,7976,9749,cal,33,-115
1998,4,25,7710,8127,cal,33,-115
1998,4,26,8050,9199,cal,33,-115
1998,4,27,7997,9516,cal,33,-115
1998,4,28,8026,9599,cal,33,-115
1998,4,29,8072,9721,cal,33,-115
1998,4,30,8061,9474,cal,33,-115
1998,5,1,8322,10059,cal,33,-115
1998,5,2,7721,7892,cal,33,-115
1998,5,3,8214,9713,cal,33,-115
1998,5,4,8123,9927,cal,33,-115
1998,5,5,8215,10283,cal,33,-115
1998,5,6,8386,10759,cal,33,-115
1998,5,7,8319,10090,cal,33,-115
1998,5,8,8206,9735,cal,33,-115
1998,5,9,8203,9585,cal,33,-115
1998,5,10,8402,9899,cal,33,-115
1998,5,11,8378,9673,cal,33,-115
1998,5,12,6819,6036,cal,33,-115
1998,5,13,7929,9678,cal,33,-115
1998,5,14,8395,9964,cal,33,-115
1998,5,15,8575,10591,cal,33,-115
1998,5,16,8498,10070,cal,33,-115
1998,5,17,8645,10626,cal,33,-115
1998,5,18,8250,8697,cal,33,-115
1998,5,19,8089,8087,cal,33,-115
1998,5,20,1978,912,cal,33,-115
1998,5,21,8761,10510,cal,33,-115
1998,5,22,8624,10345,cal,33,-115
1998,5,23,8507,10013,cal,33,-115
1998,5,24,8456,9399,cal,33,-115
1998,5,25,8351,9094,cal,33,-115
1998,5,26,8541,10083,cal,33,-115
1998,5,27,8754,10731,cal,33,-115
1998,5,28,8660,10293,cal,33,-115
1998,5,29,7846,6786,cal,33,-115
1998,5,30,7788,7268,cal,33,-115
1998,5,31,7232,5479,cal,33,-115
1998,6,1,8828,10512,cal,33,-115
1998,6,2,8703,10654,cal,33,-115
1998,6,3,8682,10451,cal,33,-115
1998,6,4,8763,10687,cal,33,-115
1998,6,5,8731,10427,cal,33,-115
1998,6,6,8715,10305,cal,33,-115
1998,6,7,8661,10105,cal,33,-115
1998,6,8,8573,9910,cal,33,-115
1998,6,9,8733,10495,cal,33,-115
1998,6,10,8679,10328,cal,33,-115
1998,6,11,8626,10317,cal,33,-115
1998,6,12,8475,9240,cal,33,-115
1998,6,13,8807,10847,cal,33,-115
1998,6,14,8798,10863,cal,33,-115
1998,6,15,8665,10468,cal,33,-115
1998,6,16,8602,10180,cal,33,-115
1998,6,17,9044,11257,cal,33,-115
1998,6,18,9045,11600,cal,33,-115
1998,6,19,8725,10920,cal,33,-115
1998,6,20,9061,11384,cal,33,-115
1998,6,21,9052,11420,cal,33,-115
1998,6,22,8913,11000,cal,33,-115
1998,6,23,8984,11194,cal,33,-115
1998,6,24,9065,11401,cal,33,-115
1998,6,25,8935,11227,cal,33,-115
1998,6,26,8828,11236,cal,33,-115
1998,6,27,8965,11299,cal,33,-115
1998,6,28,8984,11310,cal,33,-115
1998,6,29,9028,11379,cal,33,-115
1998,6,30,9106,11513,cal,33,-115
1998,7,1,8890,11070,cal,33,-115
1998,7,2,8869,10831,cal,33,-115
1998,7,3,8869,10789,cal,33,-115
1998,7,4,8614,10334,cal,33,-115
1998,7,5,8115,9144,cal,33,-115
1998,7,6,8094,9009,cal,33,-115
1998,7,7,7941,8330,cal,33,-115
1998,7,8,8088,9025,cal,33,-115
1998,7,9,8272,9826,cal,33,-115
1998,7,10,8437,10368,cal,33,-115
1998,7,11,8713,10948,cal,33,-115
1998,7,12,8741,10545,cal,33,-115
1998,7,13,8624,10716,cal,33,-115
1998,7,14,8676,10959,cal,33,-115
1998,7,15,8764,11140,cal,33,-115
1998,7,16,8445,10060,cal,33,-115
1998,7,17,7969,8322,cal,33,-115
1998,7,18,7819,7296,cal,33,-115
1998,7,19,2352,70,cal,33,-115
1998,7,20,1154,1,cal,33,-115
1998,7,21,5587,3358,cal,33,-115
1998,7,22,6557,6124,cal,33,-115
1998,7,23,7582,7854,cal,33,-115
1998,7,24,8195,10052,cal,33,-115
1998,7,25,8221,10181,cal,33,-115
1998,7,26,8359,10474,cal,33,-115
1998,7,27,8254,10422,cal,33,-115
1998,7,28,7973,9112,cal,33,-115
1998,7,29,7859,8558,cal,33,-115
1998,7,30,8170,9755,cal,33,-115
1998,7,31,8455,10813,cal,33,-115
1998,8,1,8300,10040,cal,33,-115
1998,8,2,8288,10490,cal,33,-115
1998,8,3,8079,9988,cal,33,-115
1998,8,4,8298,10735,cal,33,-115
1998,8,5,8011,9554,cal,33,-115
1998,8,6,7595,8321,cal,33,-115
1998,8,7,7728,8868,cal,33,-115
1998,8,8,7201,6938,cal,33,-115
1998,8,9,2052,497,cal,33,-115
1998,8,10,6856,6522,cal,33,-115
1998,8,11,7288,8188,cal,33,-115
1998,8,12,7569,9146,cal,33,-115
1998,8,13,6902,6688,cal,33,-115
1998,8,14,7235,7354,cal,33,-115
1998,8,15,7557,9098,cal,33,-115
1998,8,16,7381,8447,cal,33,-115
1998,8,17,6905,6990,cal,33,-115
1998,8,18,7957,10675,cal,33,-115
1998,8,19,7738,10210,cal,33,-115
1998,8,20,7700,10169,cal,33,-115
1998,8,21,7411,9098,cal,33,-115
1998,8,22,7292,8973,cal,33,-115
1998,8,23,7170,8428,cal,33,-115
1998,8,24,6564,6240,cal,33,-115
1998,8,25,6964,7526,cal,33,-115
1998,8,26,7365,9428,cal,33,-115
1998,8,27,5404,4715,cal,33,-115
1998,8,28,7215,9273,cal,33,-115
1998,8,29,6258,6900,cal,33,-115
1998,8,30,7052,8699,cal,33,-115
1998,8,31,6988,8045,cal,33,-115
1998,9,1,5906,4859,cal,33,-115
1998,9,2,5668,5384,cal,33,-115
1998,9,3,2170,412,cal,33,-115
1998,9,4,6491,6451,cal,33,-115
1998,9,5,6932,9061,cal,33,-115
1998,9,6,6945,9291,cal,33,-115
1998,9,7,6778,8651,cal,33,-115
1998,9,8,6768,8457,cal,33,-115
1998,9,9,6357,8032,cal,33,-115
1998,9,10,6766,8909,cal,33,-115
1998,9,11,6709,8892,cal,33,-115
1998,9,12,6951,9848,cal,33,-115
1998,9,13,6948,9916,cal,33,-115
1998,9,14,6809,9711,cal,33,-115
1998,9,15,6725,9300,cal,33,-115
1998,9,16,6709,9259,cal,33,-115
1998,9,17,6592,8663,cal,33,-115
1998,9,18,6869,9837,cal,33,-115
1998,9,19,6934,9858,cal,33,-115
1998,9,20,6785,9383,cal,33,-115
1998,9,21,6688,9616,cal,33,-115
1998,9,22,6512,9184,cal,33,-115
1998,9,23,6421,8889,cal,33,-115
1998,9,24,6425,8980,cal,33,-115
1998,9,25,6461,9164,cal,33,-115
1998,9,26,6400,9086,cal,33,-115
1998,9,27,6334,9235,cal,33,-115
1998,9,28,6238,9114,cal,33,-115
1998,9,29,6318,9255,cal,33,-115
1998,9,30,6096,8688,cal,33,-115
1998,10,1,6056,8654,cal,33,-115
1998,10,2,5980,8408,cal,33,-115
1998,10,3,5998,8677,cal,33,-115
1998,10,4,6029,8901,cal,33,-115
1998,10,5,6136,9220,cal,33,-115
1998,10,6,6140,9493,cal,33,-115
1998,10,7,6003,9127,cal,33,-115
1998,10,8,5523,5898,cal,33,-115
1998,10,9,6016,9409,cal,33,-115
1998,10,10,5795,8777,cal,33,-115
1998,10,11,5546,7778,cal,33,-115
1998,10,12,5173,6438,cal,33,-115
1998,10,13,5016,5150,cal,33,-115
1998,10,14,5596,8340,cal,33,-115
1998,10,15,5372,7764,cal,33,-115
1998,10,16,5495,8542,cal,33,-115
1998,10,17,5591,9039,cal,33,-115
1998,10,18,5507,8761,cal,33,-115
1998,10,19,5406,8638,cal,33,-115
1998,10,20,5288,8358,cal,33,-115
1998,10,21,5229,8489,cal,33,-115
1998,10,22,4890,7126,cal,33,-115
1998,10,23,4313,4657,cal,33,-115
1998,10,24,4384,5426,cal,33,-115
1998,10,25,4848,7539,cal,33,-115
1998,10,26,4238,5509,cal,33,-115
1998,10,27,4950,8437,cal,33,-115
1998,10,28,4880,8299,cal,33,-115
1998,10,29,4696,7120,cal,33,-115
1998,10,30,3283,3938,cal,33,-115
1998,10,31,4653,7430,cal,33,-115
1998,11,1,4662,7933,cal,33,-115
1998,11,2,4721,8276,cal,33,-115
1998,11,3,4721,8361,cal,33,-115
1998,11,4,4697,8385,cal,33,-115
1998,11,5,4599,8173,cal,33,-115
1998,11,6,4599,8230,cal,33,-115
1998,11,7,4304,6885,cal,33,-115
1998,11,8,3349,3920,cal,33,-115
1998,11,9,4360,7312,cal,33,-115
1998,11,10,4475,8425,cal,33,-115
1998,11,11,1065,105,cal,33,-115
1998,11,12,4003,6119,cal,33,-115
1998,11,13,4248,7622,cal,33,-115
1998,11,14,4293,8080,cal,33,-115
1998,11,15,4293,8025,cal,33,-115
1998,11,16,4300,8143,cal,33,-115
1998,11,17,4070,6984,cal,33,-115
1998,11,18,4137,7827,cal,33,-115
1998,11,19,3182,2863,cal,33,-115
1998,11,20,4196,7674,cal,33,-115
1998,11,21,4093,7817,cal,33,-115
1998,11,22,3636,4921,cal,33,-115
1998,11,23,4029,7558,cal,33,-115
1998,11,24,3947,7462,cal,33,-115
1998,11,25,3900,7569,cal,33,-115
1998,11,26,3566,4772,cal,33,-115
1998,11,27,2604,1924,cal,33,-115
1998,11,28,1403,846,cal,33,-115
1998,11,29,3353,4664,cal,33,-115
1998,11,30,3675,7050,cal,33,-115
1998,12,1,3673,7148,cal,33,-115
1998,12,2,3571,6411,cal,33,-115
1998,12,3,3538,6390,cal,33,-115
1998,12,4,3546,6236,cal,33,-115
1998,12,5,2584,3768,cal,33,-115
1998,12,6,2897,4209,cal,33,-115
1998,12,7,3738,7224,cal,33,-115
1998,12,8,3528,6112,cal,33,-115
1998,12,9,3522,5939,cal,33,-115
1998,12,10,3612,6665,cal,33,-115
1998,12,11,3569,6488,cal,33,-115
1998,12,12,3552,6617,cal,33,-115
1998,12,13,3574,6657,cal,33,-115
1998,12,14,3509,6694,cal,33,-115
1998,12,15,1158,684,cal,33,-115
1998,12,16,2727,2898,cal,33,-115
1998,12,17,3444,6467,cal,33,-115
1998,12,18,3451,6480,cal,33,-115
1998,12,19,3181,4504,cal,33,-115
1998,12,20,3544,6855,cal,33,-115
1998,12,21,3190,5505,cal,33,-115
1998,12,22,3633,7003,cal,33,-115
1998,12,23,3600,6723,cal,33,-115
1998,12,24,3741,7675,cal,33,-115
1998,12,25,3638,7599,cal,33,-115
1998,12,26,3291,5366,cal,33,-115
1998,12,27,3698,7369,cal,33,-115
1998,12,28,3632,7721,cal,33,-115
1998,12,29,3561,6977,cal,33,-115
1998,12,30,3490,6222,cal,33,-115
1998,12,31,3408,6105,cal,33,-115
1999,1,1,3664,6963,cal,33,-115
1999,1,2,3730,7569,cal,33,-115
1999,1,3,3813,7652,cal,33,-115
1999,1,4,3814,7433,cal,33,-115
1999,1,5,3702,6531,cal,33,-115
1999,1,6,3761,7771,cal,33,-115
1999,1,7,3688,6632,cal,33,-115
1999,1,8,3680,6155,cal,33,-115
1999,1,9,3890,7808,cal,33,-115
1999,1,10,2328,1287,cal,33,-115
1999,1,11,2430,2568,cal,33,-115
1999,1,12,3821,7266,cal,33,-115
1999,1,13,3882,7720,cal,33,-115
1999,1,14,3920,7325,cal,33,-115
1999,1,15,3369,4370,cal,33,-115
1999,1,16,3467,5040,cal,33,-115
1999,1,17,3666,6299,cal,33,-115
1999,1,18,3948,7620,cal,33,-115
1999,1,19,3440,4661,cal,33,-115
1999,1,20,3909,7084,cal,33,-115
1999,1,21,3960,6197,cal,33,-115
1999,1,22,4167,7982,cal,33,-115
1999,1,23,4162,7500,cal,33,-115
1999,1,24,3487,3753,cal,33,-115
1999,1,25,1110,782,cal,33,-115
1999,1,26,4250,7342,cal,33,-115
1999,1,27,3079,4514,cal,33,-115
1999,1,28,4394,7770,cal,33,-115
1999,1,29,4369,6977,cal,33,-115
1999,1,30,4442,7709,cal,33,-115
1999,1,31,4062,6088,cal,33,-115
1999,2,1,4548,8230,cal,33,-115
1999,2,2,4576,7628,cal,33,-115
1999,2,3,4672,7411,cal,33,-115
1999,2,4,690,25,cal,33,-115
1999,2,5,3357,4752,cal,33,-115
1999,2,6,4272,5921,cal,33,-115
1999,2,7,4611,7969,cal,33,-115
1999,2,8,4592,7315,cal,33,-115
1999,2,9,4649,7399,cal,33,-115
1999,2,10,4972,7826,cal,33,-115
1999,2,11,3975,3540,cal,33,-115
1999,2,12,5163,8595,cal,33,-115
1999,2,13,5116,8404,cal,33,-115
1999,2,14,5139,8372,cal,33,-115
1999,2,15,4803,6387,cal,33,-115
1999,2,16,3586,2251,cal,33,-115
1999,2,17,4655,6388,cal,33,-115
1999,2,18,2977,1060,cal,33,-115
1999,2,19,5030,6931,cal,33,-115
1999,2,20,5343,8638,cal,33,-115
1999,2,21,3640,2560,cal,33,-115
1999,2,22,5552,8689,cal,33,-115
1999,2,23,5650,9186,cal,33,-115
1999,2,24,5562,7354,cal,33,-115
1999,2,25,5164,5938,cal,33,-115
1999,2,26,5579,7820,cal,33,-115
1999,2,27,5556,7750,cal,33,-115
1999,2,28,5747,8589,cal,33,-115
1999,3,1,5773,8427,cal,33,-115
1999,3,2,5903,8928,cal,33,-115
1999,3,3,5690,7693,cal,33,-115
1999,3,4,5350,5996,cal,33,-115
1999,3,5,6076,9121,cal,33,-115
1999,3,6,5916,8270,cal,33,-115
1999,3,7,5504,6338,cal,33,-115
1999,3,8,6065,8750,cal,33,-115
1999,3,9,6219,8919,cal,33,-115
1999,3,10,5995,7102,cal,33,-115
1999,3,11,5484,6750,cal,33,-115
1999,3,12,6335,8625,cal,33,-115
1999,3,13,6455,8829,cal,33,-115
1999,3,14,5480,4476,cal,33,-115
1999,3,15,5644,5305,cal,33,-115
1999,3,16,5528,6484,cal,33,-115
1999,3,17,6366,8247,cal,33,-115
1999,3,18,6442,8520,cal,33,-115
1999,3,19,6528,8464,cal,33,-115
1999,3,20,6629,9149,cal,33,-115
1999,3,21,6879,9884,cal,33,-115
1999,3,22,6769,8898,cal,33,-115
1999,3,23,6645,8689,cal,33,-115
1999,3,24,6718,8832,cal,33,-115
1999,3,25,3770,1548,cal,33,-115
1999,3,26,6543,7587,cal,33,-115
1999,3,27,6805,8525,cal,33,-115
1999,3,28,6726,7596,cal,33,-115
1999,3,29,6945,8290,cal,33,-115
1999,3,30,6945,8042,cal,33,-115
1999,3,31,6699,7343,cal,33,-115
1999,4,1,2344,489,cal,33,-115
1999,4,2,7353,9812,cal,33,-115
1999,4,3,6393,6538,cal,33,-115
1999,4,4,7142,8622,cal,33,-115
1999,4,5,7338,9261,cal,33,-115
1999,4,6,6919,7789,cal,33,-115
1999,4,7,5238,5481,cal,33,-115
1999,4,8,7586,10060,cal,33,-115
1999,4,9,7835,10480,cal,33,-115
1999,4,10,7924,10662,cal,33,-115
1999,4,11,7432,8570,cal,33,-115
1999,4,12,3408,2510,cal,33,-115
1999,4,13,7599,9511,cal,33,-115
1999,4,14,7772,9812,cal,33,-115
1999,4,15,7873,9964,cal,33,-115
1999,4,16,6850,6700,cal,33,-115
1999,4,17,8055,9981,cal,33,-115
1999,4,18,8098,10742,cal,33,-115
1999,4,19,7928,9963,cal,33,-115
1999,4,20,7462,7895,cal,33,-115
1999,4,21,7063,6673,cal,33,-115
1999,4,22,7845,9251,cal,33,-115
1999,4,23,7842,8871,cal,33,-115
1999,4,24,7591,8174,cal,33,-115
1999,4,25,7917,9496,cal,33,-115
1999,4,26,8018,9896,cal,33,-115
1999,4,27,7884,8819,cal,33,-115
1999,4,28,8068,8729,cal,33,-115
1999,4,29,7625,8035,cal,33,-115
1999,4,30,2541,1102,cal,33,-115
1999,5,1,8156,9805,cal,33,-115
1999,5,2,7928,8616,cal,33,-115
1999,5,3,5179,1959,cal,33,-115
1999,5,4,8225,9538,cal,33,-115
1999,5,5,8509,10663,cal,33,-115
1999,5,6,8467,10668,cal,33,-115
1999,5,7,8298,9876,cal,33,-115
1999,5,8,8320,9454,cal,33,-115
1999,5,9,8254,9060,cal,33,-115
1999,5,10,8178,8728,cal,33,-115
1999,5,11,8197,9341,cal,33,-115
1999,5,12,8370,9878,cal,33,-115
1999,5,13,8267,9580,cal,33,-115
1999,5,14,8773,10752,cal,33,-115
1999,5,15,8662,10687,cal,33,-115
1999,5,16,8574,10066,cal,33,-115
1999,5,17,8601,9881,cal,33,-115
1999,5,18,8415,8664,cal,33,-115
1999,5,19,8606,9724,cal,33,-115
1999,5,20,8667,10058,cal,33,-115
1999,5,21,8464,9637,cal,33,-115
1999,5,22,8270,9062,cal,33,-115
1999,5,23,7614,7729,cal,33,-115
1999,5,24,7924,7854,cal,33,-115
1999,5,25,8480,9826,cal,33,-115
1999,5,26,8358,9269,cal,33,-115
1999,5,27,8394,9265,cal,33,-115
1999,5,28,8428,9229,cal,33,-115
1999,5,29,8061,7229,cal,33,-115
1999,5,30,8572,9761,cal,33,-115
1999,5,31,8730,10610,cal,33,-115
1999,6,1,4174,2040,cal,33,-115
1999,6,2,8510,9862,cal,33,-115
1999,6,3,8784,10617,cal,33,-115
1999,6,4,8720,10416,cal,33,-115
1999,6,5,8735,10166,cal,33,-115
1999,6,6,8879,10684,cal,33,-115
1999,6,7,8938,10923,cal,33,-115
1999,6,8,8929,10759,cal,33,-115
1999,6,9,8894,10825,cal,33,-115
1999,6,10,8879,10742,cal,33,-115
1999,6,11,8799,10452,cal,33,-115
1999,6,12,8777,10212,cal,33,-115
1999,6,13,8776,10238,cal,33,-115
1999,6,14,8396,8910,cal,33,-115
1999,6,15,8372,8849,cal,33,-115
1999,6,16,8457,9437,cal,33,-115
1999,6,17,8716,10191,cal,33,-115
1999,6,18,8944,10904,cal,33,-115
1999,6,19,9016,11142,cal,33,-115
1999,6,20,8760,10501,cal,33,-115
1999,6,21,8738,9703,cal,33,-115
1999,6,22,8906,10431,cal,33,-115
1999,6,23,8384,9723,cal,33,-115
1999,6,24,8673,10629,cal,33,-115
1999,6,25,8471,9538,cal,33,-115
1999,6,26,8661,10814,cal,33,-115
1999,6,27,8575,10585,cal,33,-115
1999,6,28,8418,9871,cal,33,-115
1999,6,29,8393,9499,cal,33,-115
1999,6,30,8735,10663,cal,33,-115
1999,7,1,8660,10371,cal,33,-115
1999,7,2,8527,9935,cal,33,-115
1999,7,3,8744,10572,cal,33,-115
1999,7,4,8890,11328,cal,33,-115
1999,7,5,8598,10636,cal,33,-115
1999,7,6,8058,8771,cal,33,-115
1999,7,7,6010,3343,cal,33,-115
1999,7,8,6325,3841,cal,33,-115
1999,7,9,8137,9134,cal,33,-115
1999,7,10,8136,9041,cal,33,-115
1999,7,11,7568,6770,cal,33,-115
1999,7,12,6888,5353,cal,33,-115
1999,7,13,6374,5329,cal,33,-115
1999,7,14,7475,6741,cal,33,-115
1999,7,15,8374,10372,cal,33,-115
1999,7,16,8419,10216,cal,33,-115
1999,7,17,8505,10484,cal,33,-115
1999,7,18,7816,8051,cal,33,-115
1999,7,19,8391,10248,cal,33,-115
1999,7,20,8470,10468,cal,33,-115
1999,7,21,8506,10806,cal,33,-115
1999,7,22,8392,10465,cal,33,-115
1999,7,23,8495,10807,cal,33,-115
1999,7,24,8084,9298,cal,33,-115
1999,7,25,7768,8059,cal,33,-115
1999,7,26,8168,9472,cal,33,-115
1999,7,27,6575,5232,cal,33,-115
1999,7,28,4173,1520,cal,33,-115
1999,7,29,6660,5672,cal,33,-115
1999,7,30,8156,9891,cal,33,-115
1999,7,31,8409,10706,cal,33,-115
1999,8,1,7864,8356,cal,33,-115
1999,8,2,6970,6118,cal,33,-115
1999,8,3,8113,9992,cal,33,-115
1999,8,4,7547,7753,cal,33,-115
1999,8,5,7845,8838,cal,33,-115
1999,8,6,8324,10275,cal,33,-115
1999,8,7,8360,10444,cal,33,-115
1999,8,8,8330,10552,cal,33,-115
1999,8,9,8116,10306,cal,33,-115
1999,8,10,8203,10520,cal,33,-115
1999,8,11,8156,10372,cal,33,-115
1999,8,12,8162,10424,cal,33,-115
1999,8,13,8067,10050,cal,33,-115
1999,8,14,7631,8982,cal,33,-115
1999,8,15,7996,10330,cal,33,-115
1999,8,16,7456,8209,cal,33,-115
1999,8,17,7658,9557,cal,33,-115
1999,8,18,6902,8457,cal,33,-115
1999,8,19,5706,4989,cal,33,-115
1999,8,20,5276,4420,cal,33,-115
1999,8,21,7580,9571,cal,33,-115
1999,8,22,7480,9338,cal,33,-115
1999,8,23,5776,5488,cal,33,-115
1999,8,24,7236,8474,cal,33,-115
1999,8,25,6950,7124,cal,33,-115
1999,8,26,7163,8467,cal,33,-115
1999,8,27,7102,8262,cal,33,-115
1999,8,28,6895,7404,cal,33,-115
1999,8,29,5131,4175,cal,33,-115
1999,8,30,6976,8218,cal,33,-115
1999,8,31,7277,8538,cal,33,-115
1999,9,1,7280,9190,cal,33,-115
1999,9,2,7536,10171,cal,33,-115
1999,9,3,7286,9671,cal,33,-115
1999,9,4,7299,9673,cal,33,-115
1999,9,5,7424,10383,cal,33,-115
1999,9,6,7468,10500,cal,33,-115
1999,9,7,7320,9979,cal,33,-115
1999,9,8,6795,8171,cal,33,-115
1999,9,9,3244,1333,cal,33,-115
1999,9,10,6419,7418,cal,33,-115
1999,9,11,6643,8049,cal,33,-115
1999,9,12,6604,8646,cal,33,-115
1999,9,13,6583,8605,cal,33,-115
1999,9,14,6625,8831,cal,33,-115
1999,9,15,6795,9308,cal,33,-115
1999,9,16,6417,8209,cal,33,-115
1999,9,17,6351,8119,cal,33,-115
1999,9,18,6588,8679,cal,33,-115
1999,9,19,6765,9243,cal,33,-115
1999,9,20,6274,8152,cal,33,-115
1999,9,21,2382,1127,cal,33,-115
1999,9,22,1092,3,cal,33,-115
1999,9,23,5538,6332,cal,33,-115
1999,9,24,6265,8451,cal,33,-115
1999,9,25,6337,8745,cal,33,-115
1999,9,26,6247,8571,cal,33,-115
1999,9,27,6105,8010,cal,33,-115
1999,9,28,6276,8667,cal,33,-115
1999,9,29,6295,8929,cal,33,-115
1999,9,30,6257,9042,cal,33,-115
1999,10,1,6324,9074,cal,33,-115
1999,10,2,6193,8796,cal,33,-115
1999,10,3,6211,9196,cal,33,-115
1999,10,4,6127,8937,cal,33,-115
1999,10,5,6093,9039,cal,33,-115
1999,10,6,5829,8367,cal,33,-115
1999,10,7,5872,8534,cal,33,-115
1999,10,8,5818,8661,cal,33,-115
1999,10,9,5808,8712,cal,33,-115
1999,10,10,5750,8674,cal,33,-115
1999,10,11,5749,8834,cal,33,-115
1999,10,12,5745,8925,cal,33,-115
1999,10,13,5697,8794,cal,33,-115
1999,10,14,5578,8472,cal,33,-115
1999,10,15,5422,8181,cal,33,-115
1999,10,16,5256,7265,cal,33,-115
1999,10,17,5571,8832,cal,33,-115
1999,10,18,5491,8977,cal,33,-115
1999,10,19,5429,8875,cal,33,-115
1999,10,20,5396,8749,cal,33,-115
1999,10,21,4690,6695,cal,33,-115
1999,10,22,5342,8480,cal,33,-115
1999,10,23,5249,8231,cal,33,-115
1999,10,24,5074,8353,cal,33,-115
1999,10,25,4923,8002,cal,33,-115
1999,10,26,4858,7915,cal,33,-115
1999,10,27,5018,8598,cal,33,-115
1999,10,28,4835,7669,cal,33,-115
