Year,Month,Day,GHI,DNI,state,lat,lon
2000,12,29,3706,7972,cal,33,-117
2000,12,30,3612,6745,cal,33,-117
2000,12,31,3147,3817,cal,33,-117
2001,1,1,2747,2304,cal,33,-117
2001,1,2,3755,7802,cal,33,-117
2001,1,3,3792,7847,cal,33,-117
2001,1,4,3755,7780,cal,33,-117
2001,1,5,1009,51,cal,33,-117
2001,1,6,3635,7397,cal,33,-117
2001,1,7,3355,5663,cal,33,-117
2001,1,8,651,17,cal,33,-117
2001,1,9,3411,5458,cal,33,-117
2001,1,10,2896,3101,cal,33,-117
2001,1,11,905,263,cal,33,-117
2001,1,12,1180,326,cal,33,-117
2001,1,13,3684,6600,cal,33,-117
2001,1,14,3886,7631,cal,33,-117
2001,1,15,2564,2842,cal,33,-117
2001,1,16,3978,7704,cal,33,-117
2001,1,17,4064,7928,cal,33,-117
2001,1,18,3880,7105,cal,33,-117
2001,1,19,3674,5596,cal,33,-117
2001,1,20,4136,8235,cal,33,-117
2001,1,21,3245,4223,cal,33,-117
2001,1,22,4035,7078,cal,33,-117
2001,1,23,4002,6976,cal,33,-117
2001,1,24,1449,548,cal,33,-117
2001,1,25,3678,5081,cal,33,-117
2001,1,26,1074,52,cal,33,-117
2001,1,27,2590,1750,cal,33,-117
2001,1,28,2592,4426,cal,33,-117
2001,1,29,2296,2465,cal,33,-117
2001,1,30,4518,8191,cal,33,-117
2001,1,31,4521,8140,cal,33,-117
2001,2,1,4613,8517,cal,33,-117
2001,2,2,4554,8121,cal,33,-117
2001,2,3,4526,8114,cal,33,-117
2001,2,4,4601,8358,cal,33,-117
2001,2,5,4309,6817,cal,33,-117
2001,2,6,4348,6485,cal,33,-117
2001,2,7,1694,303,cal,33,-117
2001,2,8,4487,6082,cal,33,-117
2001,2,9,4588,6798,cal,33,-117
2001,2,10,2104,1621,cal,33,-117
2001,2,11,2559,2033,cal,33,-117
2001,2,12,1826,916,cal,33,-117
2001,2,13,1298,710,cal,33,-117
2001,2,14,3184,1608,cal,33,-117
2001,2,15,5115,8416,cal,33,-117
2001,2,16,5162,8480,cal,33,-117
2001,2,17,2892,926,cal,33,-117
2001,2,18,3889,4003,cal,33,-117
2001,2,19,4019,3809,cal,33,-117
2001,2,20,5045,7596,cal,33,-117
2001,2,21,5172,7531,cal,33,-117
2001,2,22,3065,1746,cal,33,-117
2001,2,23,2206,1529,cal,33,-117
2001,2,24,2494,433,cal,33,-117
2001,2,25,1729,100,cal,33,-117
2001,2,26,2626,469,cal,33,-117
2001,2,27,1746,690,cal,33,-117
2001,2,28,1156,15,cal,33,-117
2001,3,1,4908,5840,cal,33,-117
2001,3,2,3355,1358,cal,33,-117
2001,3,3,4923,5264,cal,33,-117
2001,3,4,2047,292,cal,33,-117
2001,3,5,5474,6370,cal,33,-117
2001,3,6,1541,284,cal,33,-117
2001,3,7,1073,245,cal,33,-117
2001,3,8,5824,7365,cal,33,-117
2001,3,9,1595,42,cal,33,-117
2001,3,10,2388,392,cal,33,-117
2001,3,11,1840,109,cal,33,-117
2001,3,12,5037,4915,cal,33,-117
2001,3,13,6217,8546,cal,33,-117
2001,3,14,6141,8172,cal,33,-117
2001,3,15,4929,4778,cal,33,-117
2001,3,16,3939,1668,cal,33,-117
2001,3,17,6052,6429,cal,33,-117
2001,3,18,6498,9139,cal,33,-117
2001,3,19,6622,9531,cal,33,-117
2001,3,20,6146,7451,cal,33,-117
2001,3,21,5524,4819,cal,33,-117
2001,3,22,2885,2276,cal,33,-117
2001,3,23,5028,3469,cal,33,-117
2001,3,24,4578,3200,cal,33,-117
2001,3,25,5100,4680,cal,33,-117
2001,3,26,3287,861,cal,33,-117
2001,3,27,6762,8156,cal,33,-117
2001,3,28,2545,935,cal,33,-117
2001,3,29,2412,679,cal,33,-117
2001,3,30,6818,8406,cal,33,-117
2001,3,31,6082,5762,cal,33,-117
2001,4,1,2687,586,cal,33,-117
2001,4,2,2263,175,cal,33,-117
2001,4,3,3543,932,cal,33,-117
2001,4,4,3931,854,cal,33,-117
2001,4,5,4961,2784,cal,33,-117
2001,4,6,4223,1672,cal,33,-117
2001,4,7,1286,524,cal,33,-117
2001,4,8,5822,4378,cal,33,-117
2001,4,9,2908,1908,cal,33,-117
2001,4,10,4623,3461,cal,33,-117
2001,4,11,3218,445,cal,33,-117
2001,4,12,5212,3062,cal,33,-117
2001,4,13,7456,8081,cal,33,-117
2001,4,14,7375,7518,cal,33,-117
2001,4,15,7631,8957,cal,33,-117
2001,4,16,7864,9763,cal,33,-117
2001,4,17,8000,10095,cal,33,-117
2001,4,18,3679,1302,cal,33,-117
2001,4,19,6352,4155,cal,33,-117
2001,4,20,5687,3720,cal,33,-117
2001,4,21,4121,2046,cal,33,-117
2001,4,22,7954,10003,cal,33,-117
2001,4,23,7961,10006,cal,33,-117
2001,4,24,8059,10151,cal,33,-117
2001,4,25,8013,10064,cal,33,-117
2001,4,26,7437,8155,cal,33,-117
2001,4,27,7670,8690,cal,33,-117
2001,4,28,6758,6932,cal,33,-117
2001,4,29,7913,9147,cal,33,-117
2001,4,30,7417,6496,cal,33,-117
2001,5,1,7548,7661,cal,33,-117
2001,5,2,2496,286,cal,33,-117
2001,5,3,8457,10389,cal,33,-117
2001,5,4,8302,10178,cal,33,-117
2001,5,5,8198,9941,cal,33,-117
2001,5,6,8189,9570,cal,33,-117
2001,5,7,8316,10023,cal,33,-117
2001,5,8,8199,9708,cal,33,-117
2001,5,9,8193,9683,cal,33,-117
2001,5,10,7938,8247,cal,33,-117
2001,5,11,7210,6477,cal,33,-117
2001,5,12,3756,1778,cal,33,-117
2001,5,13,6657,6571,cal,33,-117
2001,5,14,6189,6005,cal,33,-117
2001,5,15,6634,4693,cal,33,-117
2001,5,16,7670,8160,cal,33,-117
2001,5,17,8042,9021,cal,33,-117
2001,5,18,7260,6217,cal,33,-117
2001,5,19,4014,2971,cal,33,-117
2001,5,20,6440,5704,cal,33,-117
2001,5,21,6157,5231,cal,33,-117
2001,5,22,8163,9129,cal,33,-117
2001,5,23,8220,9115,cal,33,-117
2001,5,24,6304,5425,cal,33,-117
2001,5,25,7238,6633,cal,33,-117
2001,5,26,2170,1000,cal,33,-117
2001,5,27,2467,93,cal,33,-117
2001,5,28,2293,31,cal,33,-117
2001,5,29,8218,8346,cal,33,-117
2001,5,30,8311,9233,cal,33,-117
2001,5,31,8125,8470,cal,33,-117
2001,6,1,6692,6418,cal,33,-117
2001,6,2,3770,879,cal,33,-117
2001,6,3,6248,5005,cal,33,-117
2001,6,4,7437,6860,cal,33,-117
2001,6,5,7147,6951,cal,33,-117
2001,6,6,8277,8707,cal,33,-117
2001,6,7,8648,10460,cal,33,-117
2001,6,8,8363,9487,cal,33,-117
2001,6,9,8325,9392,cal,33,-117
2001,6,10,8424,9216,cal,33,-117
2001,6,11,8754,9971,cal,33,-117
2001,6,12,7807,7927,cal,33,-117
2001,6,13,6290,3776,cal,33,-117
2001,6,14,8927,10881,cal,33,-117
2001,6,15,8806,10513,cal,33,-117
2001,6,16,8799,10671,cal,33,-117
2001,6,17,8795,10899,cal,33,-117
2001,6,18,8754,10797,cal,33,-117
2001,6,19,8844,11017,cal,33,-117
2001,6,20,7975,7272,cal,33,-117
2001,6,21,6347,4514,cal,33,-117
2001,6,22,7472,6930,cal,33,-117
2001,6,23,8559,10048,cal,33,-117
2001,6,24,8641,10690,cal,33,-117
2001,6,25,8768,10939,cal,33,-117
2001,6,26,7777,8286,cal,33,-117
2001,6,27,8888,11443,cal,33,-117
2001,6,28,8932,11479,cal,33,-117
2001,6,29,8277,9485,cal,33,-117
2001,6,30,8159,8922,cal,33,-117
2001,7,1,8062,8409,cal,33,-117
2001,7,2,6044,4093,cal,33,-117
2001,7,3,5587,4602,cal,33,-117
2001,7,4,6138,3890,cal,33,-117
2001,7,5,4470,2009,cal,33,-117
2001,7,6,5972,3527,cal,33,-117
2001,7,7,8229,9530,cal,33,-117
2001,7,8,8116,9195,cal,33,-117
2001,7,9,7134,7726,cal,33,-117
2001,7,10,8365,9640,cal,33,-117
2001,7,11,8670,10703,cal,33,-117
2001,7,12,8701,10639,cal,33,-117
2001,7,13,8331,9862,cal,33,-117
2001,7,14,8300,10222,cal,33,-117
2001,7,15,8597,10280,cal,33,-117
2001,7,16,8684,10487,cal,33,-117
2001,7,17,8593,10345,cal,33,-117
2001,7,18,8618,10382,cal,33,-117
2001,7,19,8241,9695,cal,33,-117
2001,7,20,8364,9844,cal,33,-117
2001,7,21,8340,9892,cal,33,-117
2001,7,22,8430,10008,cal,33,-117
2001,7,23,8433,9895,cal,33,-117
2001,7,24,8164,9546,cal,33,-117
2001,7,25,7843,8790,cal,33,-117
2001,7,26,7801,8408,cal,33,-117
2001,7,27,8198,9611,cal,33,-117
2001,7,28,7703,8543,cal,33,-117
2001,7,29,7586,8264,cal,33,-117
2001,7,30,7822,8985,cal,33,-117
2001,7,31,8133,9666,cal,33,-117
2001,8,1,7504,8732,cal,33,-117
2001,8,2,7691,8837,cal,33,-117
2001,8,3,8136,10111,cal,33,-117
2001,8,4,8109,10114,cal,33,-117
2001,8,5,6855,5980,cal,33,-117
2001,8,6,7653,8934,cal,33,-117
2001,8,7,7438,7739,cal,33,-117
2001,8,8,7386,7731,cal,33,-117
2001,8,9,7578,8504,cal,33,-117
2001,8,10,7397,8174,cal,33,-117
2001,8,11,7477,8144,cal,33,-117
2001,8,12,7018,6777,cal,33,-117
2001,8,13,7471,8460,cal,33,-117
2001,8,14,7400,8221,cal,33,-117
2001,8,15,7585,8964,cal,33,-117
2001,8,16,7524,8927,cal,33,-117
2001,8,17,7382,8370,cal,33,-117
2001,8,18,6601,6125,cal,33,-117
2001,8,19,7265,8166,cal,33,-117
2001,8,20,7524,9462,cal,33,-117
2001,8,21,7184,7456,cal,33,-117
2001,8,22,7493,8635,cal,33,-117
2001,8,23,7556,9082,cal,33,-117
2001,8,24,7601,10080,cal,33,-117
2001,8,25,7639,10219,cal,33,-117
2001,8,26,7673,10279,cal,33,-117
2001,8,27,7701,10443,cal,33,-117
2001,8,28,7222,8844,cal,33,-117
2001,8,29,6516,7028,cal,33,-117
2001,8,30,7438,9356,cal,33,-117
2001,8,31,7265,9298,cal,33,-117
2001,9,1,6971,9058,cal,33,-117
2001,9,2,6946,9098,cal,33,-117
2001,9,3,6708,7842,cal,33,-117
2001,9,4,6839,8128,cal,33,-117
2001,9,5,6641,7657,cal,33,-117
2001,9,6,6959,8622,cal,33,-117
2001,9,7,7219,9685,cal,33,-117
2001,9,8,5038,5564,cal,33,-117
2001,9,9,4571,4887,cal,33,-117
2001,9,10,4792,5364,cal,33,-117
2001,9,11,6594,8241,cal,33,-117
2001,9,12,6099,6859,cal,33,-117
2001,9,13,6863,9593,cal,33,-117
2001,9,14,6582,8541,cal,33,-117
2001,9,15,6586,8862,cal,33,-117
2001,9,16,6769,9091,cal,33,-117
2001,9,17,6753,8994,cal,33,-117
2001,9,18,6477,8458,cal,33,-117
2001,9,19,6010,7431,cal,33,-117
2001,9,20,5767,6682,cal,33,-117
2001,9,21,6741,10043,cal,33,-117
2001,9,22,6677,9916,cal,33,-117
2001,9,23,6483,9333,cal,33,-117
2001,9,24,6340,8808,cal,33,-117
2001,9,25,6213,8808,cal,33,-117
2001,9,26,6284,9330,cal,33,-117
2001,9,27,5913,7322,cal,33,-117
2001,9,28,6321,9327,cal,33,-117
2001,9,29,6336,9457,cal,33,-117
2001,9,30,5745,7317,cal,33,-117
2001,10,1,3508,3138,cal,33,-117
2001,10,2,5732,7897,cal,33,-117
2001,10,3,5581,7097,cal,33,-117
2001,10,4,5680,7811,cal,33,-117
2001,10,5,5006,5582,cal,33,-117
2001,10,6,4802,4786,cal,33,-117
2001,10,7,5580,7439,cal,33,-117
2001,10,8,2283,572,cal,33,-117
2001,10,9,4407,3479,cal,33,-117
2001,10,10,5680,8161,cal,33,-117
2001,10,11,5420,7489,cal,33,-117
2001,10,12,5427,7112,cal,33,-117
2001,10,13,5612,8830,cal,33,-117
2001,10,14,5526,8275,cal,33,-117
2001,10,15,5272,7266,cal,33,-117
2001,10,16,4752,5553,cal,33,-117
2001,10,17,5427,8165,cal,33,-117
2001,10,18,4981,6637,cal,33,-117
2001,10,19,4291,4623,cal,33,-117
2001,10,20,5004,7123,cal,33,-117
2001,10,21,4002,3846,cal,33,-117
2001,10,22,4681,6470,cal,33,-117
2001,10,23,4505,5969,cal,33,-117
2001,10,24,4881,6826,cal,33,-117
2001,10,25,4989,8107,cal,33,-117
2001,10,26,4737,6832,cal,33,-117
2001,10,27,3997,4806,cal,33,-117
2001,10,28,1197,331,cal,33,-117
2001,10,29,4078,4261,cal,33,-117
2001,10,30,4027,4152,cal,33,-117
2001,10,31,4332,6279,cal,33,-117
2001,11,1,4421,6952,cal,33,-117
2001,11,2,4163,6566,cal,33,-117
2001,11,3,3817,4303,cal,33,-117
2001,11,4,2645,3243,cal,33,-117
2001,11,5,4169,6430,cal,33,-117
2001,11,6,3730,5221,cal,33,-117
2001,11,7,4016,6417,cal,33,-117
2001,11,8,4134,5914,cal,33,-117
2001,11,9,4127,6528,cal,33,-117
2001,11,10,3633,4713,cal,33,-117
2001,11,11,3958,6557,cal,33,-117
2001,11,12,2964,1879,cal,33,-117
2001,11,13,3404,4276,cal,33,-117
2001,11,14,4199,8074,cal,33,-117
2001,11,15,4207,8170,cal,33,-117
2001,11,16,4095,7673,cal,33,-117
2001,11,17,2705,1599,cal,33,-117
2001,11,18,2846,1886,cal,33,-117
2001,11,19,4070,7723,cal,33,-117
2001,11,20,3629,5770,cal,33,-117
2001,11,21,2855,2143,cal,33,-117
2001,11,22,1358,81,cal,33,-117
2001,11,23,3160,3817,cal,33,-117
2001,11,24,1941,930,cal,33,-117
2001,11,25,2980,2580,cal,33,-117
2001,11,26,3249,4412,cal,33,-117
2001,11,27,4016,8205,cal,33,-117
2001,11,28,3232,4823,cal,33,-117
2001,11,29,1136,256,cal,33,-117
2001,11,30,2412,2507,cal,33,-117
2001,12,1,3765,7468,cal,33,-117
2001,12,2,3515,5977,cal,33,-117
2001,12,3,1970,1079,cal,33,-117
2001,12,4,3553,6701,cal,33,-117
2001,12,5,3712,7569,cal,33,-117
2001,12,6,3473,6163,cal,33,-117
2001,12,7,3735,7665,cal,33,-117
2001,12,8,3320,5141,cal,33,-117
2001,12,9,3347,5372,cal,33,-117
2001,12,10,2143,1497,cal,33,-117
2001,12,11,3413,6526,cal,33,-117
2001,12,12,3569,6974,cal,33,-117
2001,12,13,3599,7534,cal,33,-117
2001,12,14,1267,535,cal,33,-117
2001,12,15,3656,7635,cal,33,-117
2001,12,16,3647,7629,cal,33,-117
2001,12,17,3577,6730,cal,33,-117
2001,12,18,3677,7754,cal,33,-117
2001,12,19,3684,7763,cal,33,-117
2001,12,20,2444,1828,cal,33,-117
2001,12,21,1577,749,cal,33,-117
2001,12,22,3512,6658,cal,33,-117
2001,12,23,2117,2827,cal,33,-117
2001,12,24,3381,5608,cal,33,-117
2001,12,25,3753,8199,cal,33,-117
2001,12,26,3402,5968,cal,33,-117
2001,12,27,2352,1707,cal,33,-117
2001,12,28,1983,1385,cal,33,-117
2001,12,29,2004,1366,cal,33,-117
2001,12,30,1574,174,cal,33,-117
2001,12,31,734,1,cal,33,-117
2002,1,1,2295,1622,cal,33,-117
2002,1,2,2826,2762,cal,33,-117
2002,1,3,3188,5231,cal,33,-117
2002,1,4,3668,7572,cal,33,-117
2002,1,5,3417,5830,cal,33,-117
2002,1,6,3217,4262,cal,33,-117
2002,1,7,2962,2980,cal,33,-117
2002,1,8,3714,7286,cal,33,-117
2002,1,9,3222,4297,cal,33,-117
2002,1,10,3900,8106,cal,33,-117
2002,1,11,3924,8195,cal,33,-117
2002,1,12,3930,8118,cal,33,-117
2002,1,13,3989,8166,cal,33,-117
2002,1,14,3694,5851,cal,33,-117
2002,1,15,1420,172,cal,33,-117
2002,1,16,1452,172,cal,33,-117
2002,1,17,4122,8240,cal,33,-117
2002,1,18,4001,7093,cal,33,-117
2002,1,19,3181,3693,cal,33,-117
2002,1,20,4224,8414,cal,33,-117
2002,1,21,4135,8091,cal,33,-117
2002,1,22,2589,1859,cal,33,-117
2002,1,23,4371,8622,cal,33,-117
2002,1,24,4363,8510,cal,33,-117
2002,1,25,4224,7221,cal,33,-117
2002,1,26,3242,2733,cal,33,-117
2002,1,27,0,0,cal,33,-117
2002,1,28,0,0,cal,33,-117
2002,1,29,0,0,cal,33,-117
2002,1,30,0,0,cal,33,-117
2002,1,31,0,0,cal,33,-117
2002,2,1,0,0,cal,33,-117
2002,2,2,0,0,cal,33,-117
2002,2,3,0,0,cal,33,-117
2002,2,4,0,0,cal,33,-117
2002,2,5,0,0,cal,33,-117
2002,2,6,0,0,cal,33,-117
2002,2,7,0,0,cal,33,-117
2002,2,8,0,0,cal,33,-117
2002,2,9,0,0,cal,33,-117
2002,2,10,0,0,cal,33,-117
2002,2,11,0,0,cal,33,-117
2002,2,12,0,0,cal,33,-117
2002,2,13,0,0,cal,33,-117
2002,2,14,0,0,cal,33,-117
2002,2,15,0,0,cal,33,-117
2002,2,16,0,0,cal,33,-117
2002,2,17,0,0,cal,33,-117
2002,2,18,0,0,cal,33,-117
2002,2,19,0,0,cal,33,-117
2002,2,20,0,0,cal,33,-117
2002,2,21,0,0,cal,33,-117
2002,2,22,0,0,cal,33,-117
2002,2,23,0,0,cal,33,-117
2002,2,24,0,0,cal,33,-117
2002,2,25,0,0,cal,33,-117
2002,2,26,0,0,cal,33,-117
2002,2,27,0,0,cal,33,-117
2002,2,28,0,0,cal,33,-117
2002,3,1,0,0,cal,33,-117
2002,3,2,0,0,cal,33,-117
2002,3,3,0,0,cal,33,-117
2002,3,4,0,0,cal,33,-117
2002,3,5,0,0,cal,33,-117
2002,3,6,0,0,cal,33,-117
2002,3,7,0,0,cal,33,-117
2002,3,8,0,0,cal,33,-117
2002,3,9,0,0,cal,33,-117
2002,3,10,0,0,cal,33,-117
2002,3,11,0,0,cal,33,-117
2002,3,12,0,0,cal,33,-117
2002,3,13,0,0,cal,33,-117
2002,3,14,0,0,cal,33,-117
2002,3,15,0,0,cal,33,-117
2002,3,16,0,0,cal,33,-117
2002,3,17,0,0,cal,33,-117
2002,3,18,0,0,cal,33,-117
2002,3,19,0,0,cal,33,-117
2002,3,20,0,0,cal,33,-117
2002,3,21,0,0,cal,33,-117
2002,3,22,0,0,cal,33,-117
2002,3,23,0,0,cal,33,-117
2002,3,24,0,0,cal,33,-117
2002,3,25,0,0,cal,33,-117
2002,3,26,0,0,cal,33,-117
2002,3,27,0,0,cal,33,-117
2002,3,28,0,0,cal,33,-117
2002,3,29,0,0,cal,33,-117
2002,3,30,0,0,cal,33,-117
2002,3,31,0,0,cal,33,-117
2002,4,1,0,0,cal,33,-117
2002,4,2,0,0,cal,33,-117
2002,4,3,0,0,cal,33,-117
2002,4,4,0,0,cal,33,-117
2002,4,5,0,0,cal,33,-117
2002,4,6,0,0,cal,33,-117
2002,4,7,0,0,cal,33,-117
2002,4,8,0,0,cal,33,-117
2002,4,9,0,0,cal,33,-117
2002,4,10,0,0,cal,33,-117
2002,4,11,0,0,cal,33,-117
2002,4,12,0,0,cal,33,-117
2002,4,13,0,0,cal,33,-117
2002,4,14,0,0,cal,33,-117
2002,4,15,0,0,cal,33,-117
2002,4,16,0,0,cal,33,-117
2002,4,17,0,0,cal,33,-117
2002,4,18,0,0,cal,33,-117
2002,4,19,0,0,cal,33,-117
2002,4,20,0,0,cal,33,-117
2002,4,21,0,0,cal,33,-117
2002,4,22,0,0,cal,33,-117
2002,4,23,0,0,cal,33,-117
2002,4,24,0,0,cal,33,-117
2002,4,25,0,0,cal,33,-117
2002,4,26,0,0,cal,33,-117
2002,4,27,0,0,cal,33,-117
2002,4,28,0,0,cal,33,-117
2002,4,29,0,0,cal,33,-117
2002,4,30,0,0,cal,33,-117
2002,5,1,0,0,cal,33,-117
2002,5,2,0,0,cal,33,-117
2002,5,3,0,0,cal,33,-117
2002,5,4,0,0,cal,33,-117
2002,5,5,0,0,cal,33,-117
2002,5,6,0,0,cal,33,-117
2002,5,7,0,0,cal,33,-117
2002,5,8,0,0,cal,33,-117
2002,5,9,0,0,cal,33,-117
2002,5,10,0,0,cal,33,-117
2002,5,11,0,0,cal,33,-117
2002,5,12,0,0,cal,33,-117
2002,5,13,0,0,cal,33,-117
2002,5,14,0,0,cal,33,-117
2002,5,15,0,0,cal,33,-117
2002,5,16,0,0,cal,33,-117
2002,5,17,0,0,cal,33,-117
2002,5,18,0,0,cal,33,-117
2002,5,19,0,0,cal,33,-117
2002,5,20,0,0,cal,33,-117
2002,5,21,0,0,cal,33,-117
2002,5,22,0,0,cal,33,-117
2002,5,23,0,0,cal,33,-117
2002,5,24,0,0,cal,33,-117
2002,5,25,0,0,cal,33,-117
2002,5,26,0,0,cal,33,-117
2002,5,27,0,0,cal,33,-117
2002,5,28,0,0,cal,33,-117
2002,5,29,0,0,cal,33,-117
2002,5,30,0,0,cal,33,-117
2002,5,31,0,0,cal,33,-117
2002,6,1,0,0,cal,33,-117
2002,6,2,0,0,cal,33,-117
2002,6,3,0,0,cal,33,-117
2002,6,4,0,0,cal,33,-117
2002,6,5,0,0,cal,33,-117
2002,6,6,0,0,cal,33,-117
2002,6,7,0,0,cal,33,-117
2002,6,8,0,0,cal,33,-117
2002,6,9,0,0,cal,33,-117
2002,6,10,0,0,cal,33,-117
2002,6,11,0,0,cal,33,-117
2002,6,12,0,0,cal,33,-117
2002,6,13,0,0,cal,33,-117
2002,6,14,0,0,cal,33,-117
2002,6,15,0,0,cal,33,-117
2002,6,16,0,0,cal,33,-117
2002,6,17,0,0,cal,33,-117
2002,6,18,0,0,cal,33,-117
2002,6,19,0,0,cal,33,-117
2002,6,20,0,0,cal,33,-117
2002,6,21,0,0,cal,33,-117
2002,6,22,0,0,cal,33,-117
2002,6,23,0,0,cal,33,-117
2002,6,24,0,0,cal,33,-117
2002,6,25,0,0,cal,33,-117
2002,6,26,0,0,cal,33,-117
2002,6,27,0,0,cal,33,-117
2002,6,28,0,0,cal,33,-117
2002,6,29,0,0,cal,33,-117
2002,6,30,0,0,cal,33,-117
2002,7,1,0,0,cal,33,-117
2002,7,2,0,0,cal,33,-117
2002,7,3,0,0,cal,33,-117
2002,7,4,0,0,cal,33,-117
2002,7,5,0,0,cal,33,-117
2002,7,6,0,0,cal,33,-117
2002,7,7,0,0,cal,33,-117
2002,7,8,0,0,cal,33,-117
2002,7,9,0,0,cal,33,-117
2002,7,10,0,0,cal,33,-117
2002,7,11,0,0,cal,33,-117
2002,7,12,0,0,cal,33,-117
2002,7,13,0,0,cal,33,-117
2002,7,14,0,0,cal,33,-117
2002,7,15,0,0,cal,33,-117
2002,7,16,0,0,cal,33,-117
2002,7,17,0,0,cal,33,-117
2002,7,18,0,0,cal,33,-117
2002,7,19,0,0,cal,33,-117
2002,7,20,0,0,cal,33,-117
2002,7,21,0,0,cal,33,-117
2002,7,22,0,0,cal,33,-117
2002,7,23,0,0,cal,33,-117
2002,7,24,0,0,cal,33,-117
2002,7,25,0,0,cal,33,-117
2002,7,26,0,0,cal,33,-117
2002,7,27,0,0,cal,33,-117
2002,7,28,0,0,cal,33,-117
2002,7,29,0,0,cal,33,-117
2002,7,30,0,0,cal,33,-117
2002,7,31,0,0,cal,33,-117
2002,8,1,0,0,cal,33,-117
2002,8,2,0,0,cal,33,-117
2002,8,3,0,0,cal,33,-117
2002,8,4,0,0,cal,33,-117
2002,8,5,0,0,cal,33,-117
2002,8,6,0,0,cal,33,-117
2002,8,7,0,0,cal,33,-117
2002,8,8,0,0,cal,33,-117
2002,8,9,0,0,cal,33,-117
2002,8,10,0,0,cal,33,-117
2002,8,11,0,0,cal,33,-117
2002,8,12,0,0,cal,33,-117
2002,8,13,0,0,cal,33,-117
2002,8,14,0,0,cal,33,-117
2002,8,15,0,0,cal,33,-117
2002,8,16,0,0,cal,33,-117
2002,8,17,0,0,cal,33,-117
2002,8,18,0,0,cal,33,-117
2002,8,19,0,0,cal,33,-117
2002,8,20,0,0,cal,33,-117
2002,8,21,0,0,cal,33,-117
2002,8,22,0,0,cal,33,-117
2002,8,23,0,0,cal,33,-117
2002,8,24,0,0,cal,33,-117
2002,8,25,0,0,cal,33,-117
2002,8,26,0,0,cal,33,-117
2002,8,27,0,0,cal,33,-117
2002,8,28,0,0,cal,33,-117
2002,8,29,0,0,cal,33,-117
2002,8,30,0,0,cal,33,-117
2002,8,31,0,0,cal,33,-117
2002,9,1,0,0,cal,33,-117
2002,9,2,0,0,cal,33,-117
2002,9,3,0,0,cal,33,-117
2002,9,4,0,0,cal,33,-117
2002,9,5,0,0,cal,33,-117
2002,9,6,0,0,cal,33,-117
2002,9,7,0,0,cal,33,-117
2002,9,8,0,0,cal,33,-117
2002,9,9,0,0,cal,33,-117
2002,9,10,0,0,cal,33,-117
2002,9,11,0,0,cal,33,-117
2002,9,12,0,0,cal,33,-117
2002,9,13,0,0,cal,33,-117
2002,9,14,0,0,cal,33,-117
2002,9,15,0,0,cal,33,-117
2002,9,16,0,0,cal,33,-117
2002,9,17,0,0,cal,33,-117
2002,9,18,0,0,cal,33,-117
2002,9,19,0,0,cal,33,-117
2002,9,20,0,0,cal,33,-117
2002,9,21,0,0,cal,33,-117
2002,9,22,0,0,cal,33,-117
2002,9,23,0,0,cal,33,-117
2002,9,24,0,0,cal,33,-117
2002,9,25,0,0,cal,33,-117
2002,9,26,0,0,cal,33,-117
2002,9,27,0,0,cal,33,-117
2002,9,28,0,0,cal,33,-117
2002,9,29,0,0,cal,33,-117
2002,9,30,0,0,cal,33,-117
2002,10,1,0,0,cal,33,-117
2002,10,2,0,0,cal,33,-117
2002,10,3,0,0,cal,33,-117
2002,10,4,0,0,cal,33,-117
2002,10,5,0,0,cal,33,-117
2002,10,6,0,0,cal,33,-117
2002,10,7,0,0,cal,33,-117
2002,10,8,0,0,cal,33,-117
2002,10,9,0,0,cal,33,-117
2002,10,10,0,0,cal,33,-117
2002,10,11,0,0,cal,33,-117
2002,10,12,0,0,cal,33,-117
2002,10,13,0,0,cal,33,-117
2002,10,14,0,0,cal,33,-117
2002,10,15,0,0,cal,33,-117
2002,10,16,0,0,cal,33,-117
2002,10,17,0,0,cal,33,-117
2002,10,18,0,0,cal,33,-117
2002,10,19,0,0,cal,33,-117
2002,10,20,0,0,cal,33,-117
2002,10,21,0,0,cal,33,-117
2002,10,22,0,0,cal,33,-117
2002,10,23,0,0,cal,33,-117
2002,10,24,0,0,cal,33,-117
2002,10,25,0,0,cal,33,-117
2002,10,26,0,0,cal,33,-117
2002,10,27,0,0,cal,33,-117
2002,10,28,0,0,cal,33,-117
2002,10,29,0,0,cal,33,-117
2002,10,30,0,0,cal,33,-117
2002,10,31,0,0,cal,33,-117
2002,11,1,0,0,cal,33,-117
2002,11,2,0,0,cal,33,-117
2002,11,3,0,0,cal,33,-117
2002,11,4,0,0,cal,33,-117
2002,11,5,0,0,cal,33,-117
2002,11,6,0,0,cal,33,-117
2002,11,7,0,0,cal,33,-117
2002,11,8,0,0,cal,33,-117
2002,11,9,0,0,cal,33,-117
2002,11,10,0,0,cal,33,-117
2002,11,11,0,0,cal,33,-117
2002,11,12,0,0,cal,33,-117
2002,11,13,0,0,cal,33,-117
2002,11,14,0,0,cal,33,-117
2002,11,15,0,0,cal,33,-117
2002,11,16,0,0,cal,33,-117
2002,11,17,0,0,cal,33,-117
2002,11,18,0,0,cal,33,-117
2002,11,19,0,0,cal,33,-117
2002,11,20,0,0,cal,33,-117
2002,11,21,0,0,cal,33,-117
2002,11,22,0,0,cal,33,-117
2002,11,23,0,0,cal,33,-117
2002,11,24,0,0,cal,33,-117
