,Year,Month,Day,GHI,DNI
0,1998,1,1,3000,6194
1,1998,1,2,1160,2081
2,1998,1,3,1762,1426
3,1998,1,4,1271,3346
4,1998,1,5,2294,5406
5,1998,1,6,1788,2116
6,1998,1,7,3815,8729
7,1998,1,8,3421,6460
8,1998,1,9,3743,8156
9,1998,1,10,2073,2281
10,1998,1,11,3327,5912
11,1998,1,12,3762,7824
12,1998,1,13,3284,5254
13,1998,1,14,3961,8826
14,1998,1,15,3558,5828
15,1998,1,16,3790,7431
16,1998,1,17,2778,2369
17,1998,1,18,3696,6533
18,1998,1,19,3012,2155
19,1998,1,20,3589,5365
20,1998,1,21,2491,2788
21,1998,1,22,3800,6153
22,1998,1,23,4096,8930
23,1998,1,24,3916,7828
24,1998,1,25,4211,9081
25,1998,1,26,4129,7757
26,1998,1,27,3294,2878
27,1998,1,28,4413,9329
28,1998,1,29,3469,3958
29,1998,1,30,4361,8493
30,1998,1,31,4419,8712
31,1998,2,1,4552,9202
32,1998,2,2,3367,3712
33,1998,2,3,3543,4035
34,1998,2,4,740,22
35,1998,2,5,2672,1431
36,1998,2,6,4404,6891
37,1998,2,7,3811,6741
38,1998,2,8,3648,3543
39,1998,2,9,3693,3273
40,1998,2,10,4452,7437
41,1998,2,11,4225,5905
42,1998,2,12,4993,9232
43,1998,2,13,4859,7804
44,1998,2,14,4948,8815
45,1998,2,15,965,44
46,1998,2,16,4491,5348
47,1998,2,17,4104,5333
48,1998,2,18,3348,2319
49,1998,2,19,5080,8033
50,1998,2,20,2832,1338
51,1998,2,21,4978,6259
52,1998,2,22,5577,9939
53,1998,2,23,5540,8825
54,1998,2,24,5480,7513
55,1998,2,25,4666,4059
56,1998,2,26,5869,9084
57,1998,2,27,4982,3431
58,1998,2,28,5924,9227
59,1998,3,1,5978,10355
60,1998,3,2,5807,9361
61,1998,3,3,5973,10174
62,1998,3,4,5861,8893
63,1998,3,5,3875,2814
64,1998,3,6,4169,3613
65,1998,3,7,3281,1605
66,1998,3,8,5885,8249
67,1998,3,9,6427,10561
68,1998,3,10,6468,10775
69,1998,3,11,6403,10330
70,1998,3,12,6218,8572
71,1998,3,13,5263,5849
72,1998,3,14,3784,2326
73,1998,3,15,451,0
74,1998,3,16,3166,1254
75,1998,3,17,4593,3676
76,1998,3,18,3377,2598
77,1998,3,19,6895,11006
78,1998,3,20,6820,9652
79,1998,3,21,6739,9337
80,1998,3,22,6854,9775
81,1998,3,23,6915,10411
82,1998,3,24,7052,10954
83,1998,3,25,7170,11071
84,1998,3,26,4948,5043
85,1998,3,27,3576,2324
86,1998,3,28,6457,7116
87,1998,3,29,2741,857
88,1998,3,30,4190,2311
89,1998,3,31,6196,7482
90,1998,4,1,7506,10537
91,1998,4,2,5344,5322
92,1998,4,3,7516,10790
93,1998,4,4,7645,10608
94,1998,4,5,7750,11179
95,1998,4,6,6562,8177
96,1998,4,7,4062,4648
97,1998,4,8,7359,9588
98,1998,4,9,7779,10812
99,1998,4,10,7873,11094
100,1998,4,11,7894,11089
101,1998,4,12,7123,9103
102,1998,4,13,8060,11118
103,1998,4,14,7996,10989
104,1998,4,15,4588,3241
105,1998,4,16,5225,3575
106,1998,4,17,6159,6024
107,1998,4,18,6526,6488
108,1998,4,19,7939,10292
109,1998,4,20,7226,7325
110,1998,4,21,8173,10587
111,1998,4,22,8153,10654
112,1998,4,23,7530,8152
113,1998,4,24,8381,11384
114,1998,4,25,6990,7526
115,1998,4,26,1448,370
116,1998,4,27,6394,5069
117,1998,4,28,6054,4385
118,1998,4,29,7858,8447
119,1998,4,30,8419,11067
120,1998,5,1,6711,6891
121,1998,5,2,8588,11580
122,1998,5,3,8680,11403
123,1998,5,4,8667,11576
124,1998,5,5,8636,11522
125,1998,5,6,8525,10383
126,1998,5,7,8100,9903
127,1998,5,8,6392,6446
128,1998,5,9,8702,11577
129,1998,5,10,8842,11648
130,1998,5,11,8836,11592
131,1998,5,12,8575,10261
132,1998,5,13,8944,11561
133,1998,5,14,7291,7390
134,1998,5,15,9075,12422
135,1998,5,16,8353,9404
136,1998,5,17,6822,4830
137,1998,5,18,8478,9913
138,1998,5,19,7700,6854
139,1998,5,20,7031,6014
140,1998,5,21,6252,4225
141,1998,5,22,9203,12211
142,1998,5,23,9116,12060
143,1998,5,24,9078,11940
144,1998,5,25,7110,5499
145,1998,5,26,8251,9249
146,1998,5,27,9118,12088
147,1998,5,28,9163,12176
148,1998,5,29,8798,9497
149,1998,5,30,9008,10749
150,1998,5,31,8685,10217
151,1998,6,1,9223,12647
152,1998,6,2,8955,11201
153,1998,6,3,8789,10933
154,1998,6,4,9125,11561
155,1998,6,5,8449,10358
156,1998,6,6,7434,7355
157,1998,6,7,8072,7116
158,1998,6,8,9291,12051
159,1998,6,9,7352,6013
160,1998,6,10,4433,1458
161,1998,6,11,9050,11426
162,1998,6,12,8876,11496
163,1998,6,13,9404,12691
164,1998,6,14,9224,12270
165,1998,6,15,9288,11749
166,1998,6,16,9100,11599
167,1998,6,17,8294,9335
168,1998,6,18,9424,12841
169,1998,6,19,9404,12787
170,1998,6,20,9237,12278
171,1998,6,21,9387,12659
172,1998,6,22,9452,12792
173,1998,6,23,9263,12423
174,1998,6,24,7641,7227
175,1998,6,25,9328,12711
176,1998,6,26,9424,12827
177,1998,6,27,9302,12619
178,1998,6,28,9344,12680
179,1998,6,29,9221,12030
180,1998,6,30,6622,7655
181,1998,7,1,6494,6574
182,1998,7,2,8750,11451
183,1998,7,3,7789,7809
184,1998,7,4,4446,2283
185,1998,7,5,6735,4955
186,1998,7,6,8072,8617
187,1998,7,7,5464,5484
188,1998,7,8,4665,3474
189,1998,7,9,4309,2812
190,1998,7,10,8505,9789
191,1998,7,11,7636,9024
192,1998,7,12,8545,9695
193,1998,7,13,5975,6540
194,1998,7,14,7451,7988
195,1998,7,15,8318,9479
196,1998,7,16,7832,7475
197,1998,7,17,8363,9650
198,1998,7,18,8418,10316
199,1998,7,19,8049,8424
200,1998,7,20,5012,2647
201,1998,7,21,8602,11267
202,1998,7,22,7218,7777
203,1998,7,23,5536,5933
204,1998,7,24,4678,4719
205,1998,7,25,3992,2359
206,1998,7,26,4761,1700
207,1998,7,27,4151,1475
208,1998,7,28,7147,7209
209,1998,7,29,8263,10316
210,1998,7,30,5717,4666
