,Year,Month,Day,GHI,DNI
0,1998,1,1,3501,8302
1,1998,1,2,2983,6257
2,1998,1,3,2180,3359
3,1998,1,4,2761,4002
4,1998,1,5,3236,5363
5,1998,1,6,1145,489
6,1998,1,7,2983,5756
7,1998,1,8,3724,8842
8,1998,1,9,3700,8531
9,1998,1,10,2989,4262
10,1998,1,11,3716,8456
11,1998,1,12,3633,7921
12,1998,1,13,3494,6437
13,1998,1,14,2703,4269
14,1998,1,15,3405,6204
15,1998,1,16,3542,6595
16,1998,1,17,2458,1578
17,1998,1,18,3828,8026
18,1998,1,19,3098,3548
19,1998,1,20,3809,6769
20,1998,1,21,1873,899
21,1998,1,22,3326,4473
22,1998,1,23,4055,8623
23,1998,1,24,3588,4948
24,1998,1,25,4174,8998
25,1998,1,26,4190,8890
26,1998,1,27,3549,4443
27,1998,1,28,4020,6564
28,1998,1,29,4333,8842
29,1998,1,30,4232,7931
30,1998,1,31,4341,8635
31,1998,2,1,4411,8598
32,1998,2,2,3716,5740
33,1998,2,3,3953,6334
34,1998,2,4,914,20
35,1998,2,5,1396,8
36,1998,2,6,2822,1190
37,1998,2,7,4327,6571
38,1998,2,8,4581,8046
39,1998,2,9,4335,6388
40,1998,2,10,3618,3774
41,1998,2,11,4082,4549
42,1998,2,12,2188,2560
43,1998,2,13,4978,8915
44,1998,2,14,4543,6971
45,1998,2,15,1992,355
46,1998,2,16,3127,1922
47,1998,2,17,4908,7912
48,1998,2,18,2103,379
49,1998,2,19,4469,6224
50,1998,2,20,3743,3173
51,1998,2,21,3855,3929
52,1998,2,22,5447,9750
53,1998,2,23,5384,8392
54,1998,2,24,5420,8594
55,1998,2,25,5665,10041
56,1998,2,26,3158,2654
57,1998,2,27,3815,2632
58,1998,2,28,4646,3956
59,1998,3,1,5951,10218
60,1998,3,2,5865,9267
61,1998,3,3,5880,9879
62,1998,3,4,5886,9343
63,1998,3,5,4793,5630
64,1998,3,6,3972,4490
65,1998,3,7,2865,3316
66,1998,3,8,6289,9711
67,1998,3,9,6326,10440
68,1998,3,10,6367,10492
69,1998,3,11,5093,6140
70,1998,3,12,5737,7054
71,1998,3,13,6320,9489
72,1998,3,14,4732,3821
73,1998,3,15,1133,81
74,1998,3,16,2313,125
75,1998,3,17,5594,5573
76,1998,3,18,3606,3160
77,1998,3,19,6761,10511
78,1998,3,20,6711,9943
79,1998,3,21,6402,8347
80,1998,3,22,6853,10557
81,1998,3,23,6704,9943
82,1998,3,24,6963,10677
83,1998,3,25,7150,11007
84,1998,3,26,5653,5569
85,1998,3,27,6985,9872
86,1998,3,28,7152,10582
87,1998,3,29,7093,10453
88,1998,3,30,5050,3288
89,1998,3,31,7352,10748
90,1998,4,1,7476,11038
91,1998,4,2,7526,11053
92,1998,4,3,7403,10527
93,1998,4,4,7472,10701
94,1998,4,5,7721,11121
95,1998,4,6,7275,9521
96,1998,4,7,6950,8584
97,1998,4,8,5364,4625
98,1998,4,9,7711,10659
99,1998,4,10,7708,10277
100,1998,4,11,7620,10429
101,1998,4,12,7850,11013
102,1998,4,13,8028,11132
103,1998,4,14,7988,10961
104,1998,4,15,6058,6090
105,1998,4,16,2193,782
106,1998,4,17,5847,5131
107,1998,4,18,5729,4420
108,1998,4,19,7687,8958
109,1998,4,20,6728,6787
110,1998,4,21,7937,10312
111,1998,4,22,8078,10885
112,1998,4,23,7444,8799
113,1998,4,24,8389,11601
114,1998,4,25,8115,9814
115,1998,4,26,1663,191
116,1998,4,27,5665,2983
117,1998,4,28,7606,8070
118,1998,4,29,8233,10723
119,1998,4,30,8323,10864
120,1998,5,1,6985,7771
121,1998,5,2,8377,10898
122,1998,5,3,8319,10714
123,1998,5,4,8702,11585
124,1998,5,5,8530,11328
125,1998,5,6,8698,11737
126,1998,5,7,8473,10513
127,1998,5,8,7176,6693
128,1998,5,9,8605,11311
129,1998,5,10,8659,11318
130,1998,5,11,8824,11670
131,1998,5,12,8673,10783
132,1998,5,13,8906,11835
133,1998,5,14,5392,2099
134,1998,5,15,9037,12298
135,1998,5,16,8630,10579
136,1998,5,17,7616,6833
137,1998,5,18,7725,7168
138,1998,5,19,7144,5184
139,1998,5,20,8303,9284
140,1998,5,21,5632,2616
141,1998,5,22,9115,12077
142,1998,5,23,9037,11924
143,1998,5,24,9039,11884
144,1998,5,25,6164,3131
145,1998,5,26,7934,8252
146,1998,5,27,9041,11887
147,1998,5,28,9104,12124
148,1998,5,29,8823,10257
149,1998,5,30,8936,11234
150,1998,5,31,8666,10019
151,1998,6,1,9170,12497
152,1998,6,2,9177,12483
153,1998,6,3,7297,7790
154,1998,6,4,8789,10545
155,1998,6,5,7914,8152
156,1998,6,6,7967,8002
157,1998,6,7,4908,1997
158,1998,6,8,8991,11147
159,1998,6,9,7026,5853
160,1998,6,10,3214,977
161,1998,6,11,9078,11906
162,1998,6,12,9102,12219
163,1998,6,13,9257,12511
164,1998,6,14,8995,11195
165,1998,6,15,8911,11255
166,1998,6,16,9050,11997
167,1998,6,17,9223,12128
168,1998,6,18,9345,12721
169,1998,6,19,9323,12657
170,1998,6,20,9222,12351
171,1998,6,21,8909,10375
172,1998,6,22,9176,12279
173,1998,6,23,9186,12287
174,1998,6,24,8798,10940
175,1998,6,25,9191,12418
176,1998,6,26,9350,12710
177,1998,6,27,9235,12471
178,1998,6,28,9186,12350
179,1998,6,29,8933,11765
180,1998,6,30,8362,9767
181,1998,7,1,8090,8550
182,1998,7,2,8582,11180
183,1998,7,3,8226,9882
184,1998,7,4,8363,9838
185,1998,7,5,6248,6419
186,1998,7,6,8153,9596
187,1998,7,7,6323,4869
188,1998,7,8,8108,9080
189,1998,7,9,7929,8747
190,1998,7,10,8215,9256
191,1998,7,11,8665,11060
192,1998,7,12,8482,10661
193,1998,7,13,7826,7946
194,1998,7,14,7364,7705
195,1998,7,15,7855,8232
196,1998,7,16,8132,8643
197,1998,7,17,7876,8429
198,1998,7,18,8539,11098
199,1998,7,19,8658,11526
200,1998,7,20,8507,11081
201,1998,7,21,8578,11323
202,1998,7,22,8347,10132
203,1998,7,23,8247,10085
204,1998,7,24,7846,9072
205,1998,7,25,7081,7202
206,1998,7,26,3085,236
207,1998,7,27,4585,2415
208,1998,7,28,7310,6688
209,1998,7,29,7899,8620
210,1998,7,30,7991,9555
211,1998,7,31,6581,5843
212,1998,8,1,6723,6237
213,1998,8,2,7387,7475
214,1998,8,3,6728,6196
215,1998,8,4,4185,2892
216,1998,8,5,6575,7062
217,1998,8,6,8174,11089
218,1998,8,7,8161,10778
219,1998,8,8,8047,10147
220,1998,8,9,6920,5709
221,1998,8,10,6488,5261
222,1998,8,11,4966,3656
223,1998,8,12,5535,3377
224,1998,8,13,7479,9058
225,1998,8,14,8014,10915
226,1998,8,15,7999,10844
227,1998,8,16,7898,10494
228,1998,8,17,7744,9843
229,1998,8,18,7521,9932
230,1998,8,19,7495,9333
231,1998,8,20,4247,2522
232,1998,8,21,6740,7851
233,1998,8,22,7617,10168
234,1998,8,23,7595,10283
235,1998,8,24,7565,10260
236,1998,8,25,6771,7674
237,1998,8,26,7229,9462
238,1998,8,27,7041,8508
239,1998,8,28,7296,9195
240,1998,8,29,7604,10630
241,1998,8,30,7561,10009
242,1998,8,31,7346,10029
243,1998,9,1,6414,6127
244,1998,9,2,6866,8047
