,Year,Month,Day,GHI,DNI
0,1998,1,1,3542,7044
1,1998,1,2,3526,7019
2,1998,1,3,3542,6846
3,1998,1,4,2974,4713
4,1998,1,5,3827,7941
5,1998,1,6,3489,5552
6,1998,1,7,3781,7814
7,1998,1,8,2423,2206
8,1998,1,9,1563,1479
9,1998,1,10,2856,4492
10,1998,1,11,3701,7084
11,1998,1,12,3620,6457
12,1998,1,13,3764,7057
13,1998,1,14,3879,7462
14,1998,1,15,3641,6008
15,1998,1,16,3368,4487
16,1998,1,17,3122,3520
17,1998,1,18,3725,6018
18,1998,1,19,3654,5127
19,1998,1,20,2932,3271
20,1998,1,21,4149,8031
21,1998,1,22,4076,7164
22,1998,1,23,3900,6054
23,1998,1,24,4234,8138
24,1998,1,25,4308,8285
25,1998,1,26,4173,6263
26,1998,1,27,3793,4856
27,1998,1,28,4362,7623
28,1998,1,29,4291,7760
29,1998,1,30,4467,8136
30,1998,1,31,4015,5073
31,1998,2,1,4429,7885
32,1998,2,2,4068,6365
33,1998,2,3,1096,238
34,1998,2,4,3997,6144
35,1998,2,5,4598,7759
36,1998,2,6,2924,3928
37,1998,2,7,4289,6399
38,1998,2,8,2460,2331
39,1998,2,9,4784,8027
40,1998,2,10,4583,6888
41,1998,2,11,4360,5350
42,1998,2,12,4518,5451
43,1998,2,13,4603,6360
44,1998,2,14,1147,96
45,1998,2,15,4390,5446
46,1998,2,16,5091,7780
47,1998,2,17,1702,411
48,1998,2,18,5212,8195
49,1998,2,19,2976,1633
50,1998,2,20,4330,5405
51,1998,2,21,4005,1650
52,1998,2,22,4824,6350
53,1998,2,23,5263,7364
54,1998,2,24,3739,2929
55,1998,2,25,5533,8568
56,1998,2,26,5475,7796
57,1998,2,27,5669,8354
58,1998,2,28,5757,8966
59,1998,3,1,5855,9251
60,1998,3,2,5561,8223
61,1998,3,3,5805,8744
62,1998,3,4,4812,4654
63,1998,3,5,5678,8063
64,1998,3,6,4726,5329
65,1998,3,7,6261,9394
66,1998,3,8,6190,9327
67,1998,3,9,6064,7717
68,1998,3,10,6240,8507
69,1998,3,11,6308,9134
70,1998,3,12,6195,8207
71,1998,3,13,4475,3116
72,1998,3,14,1630,893
73,1998,3,15,6034,7910
74,1998,3,16,6080,6743
75,1998,3,17,6251,8074
76,1998,3,18,6624,9277
77,1998,3,19,6625,9357
78,1998,3,20,6460,8341
79,1998,3,21,6805,9388
80,1998,3,22,6374,6988
81,1998,3,23,6763,9436
82,1998,3,24,6790,9323
83,1998,3,25,6138,7684
84,1998,3,26,4375,3946
85,1998,3,27,6717,8646
86,1998,3,28,2228,2011
87,1998,3,29,4577,3278
88,1998,3,30,7235,9940
89,1998,3,31,6968,8420
90,1998,4,1,6176,7218
91,1998,4,2,7224,9425
92,1998,4,3,7313,9768
93,1998,4,4,7401,9853
94,1998,4,5,7276,9195
95,1998,4,6,7198,8376
96,1998,4,7,7392,9531
97,1998,4,8,7479,9693
98,1998,4,9,7535,9773
99,1998,4,10,7630,10077
100,1998,4,11,5554,6557
101,1998,4,12,7188,8226
102,1998,4,13,7694,9678
103,1998,4,14,7603,9159
104,1998,4,15,7774,9686
105,1998,4,16,7816,9136
106,1998,4,17,7532,9242
107,1998,4,18,7935,10538
108,1998,4,19,7923,10326
109,1998,4,20,7959,10413
110,1998,4,21,7885,9752
111,1998,4,22,7912,9875
112,1998,4,23,8027,10332
113,1998,4,24,7976,9749
114,1998,4,25,7710,8127
115,1998,4,26,8050,9199
116,1998,4,27,7997,9516
117,1998,4,28,8026,9599
118,1998,4,29,8072,9721
119,1998,4,30,8061,9474
120,1998,5,1,8322,10059
121,1998,5,2,7721,7892
122,1998,5,3,8214,9713
123,1998,5,4,8123,9927
124,1998,5,5,8215,10283
125,1998,5,6,8386,10759
126,1998,5,7,8319,10090
127,1998,5,8,8206,9735
128,1998,5,9,8203,9585
129,1998,5,10,8402,9899
130,1998,5,11,8378,9673
131,1998,5,12,6819,6036
132,1998,5,13,7929,9678
133,1998,5,14,8395,9964
134,1998,5,15,8575,10591
135,1998,5,16,8498,10070
136,1998,5,17,8645,10626
137,1998,5,18,8250,8697
138,1998,5,19,8089,8087
139,1998,5,20,1978,912
140,1998,5,21,8761,10510
141,1998,5,22,8624,10345
142,1998,5,23,8507,10013
143,1998,5,24,8456,9399
144,1998,5,25,8351,9094
145,1998,5,26,8541,10083
146,1998,5,27,8754,10731
147,1998,5,28,8660,10293
148,1998,5,29,7846,6786
149,1998,5,30,7788,7268
150,1998,5,31,7232,5479
151,1998,6,1,8828,10512
152,1998,6,2,8703,10654
153,1998,6,3,8682,10451
154,1998,6,4,8763,10687
155,1998,6,5,8731,10427
