,Year,Month,Day,GHI,DNI
0,1998,1,1,3613,7511
1,1998,1,2,1109,502
2,1998,1,3,655,0
3,1998,1,4,2434,3590
4,1998,1,5,3845,8279
5,1998,1,6,3423,6612
6,1998,1,7,3295,5255
7,1998,1,8,2340,1542
8,1998,1,9,1105,367
9,1998,1,10,1882,1448
10,1998,1,11,2517,3664
11,1998,1,12,820,38
12,1998,1,13,1959,1968
13,1998,1,14,3283,4668
14,1998,1,15,1023,663
15,1998,1,16,2829,4280
16,1998,1,17,3884,7230
17,1998,1,18,3297,4140
18,1998,1,19,2812,3163
19,1998,1,20,2706,1966
20,1998,1,21,3927,7297
21,1998,1,22,4207,8358
22,1998,1,23,3982,6950
23,1998,1,24,4173,7828
24,1998,1,25,4334,8529
25,1998,1,26,3333,3690
26,1998,1,27,3932,6722
27,1998,1,28,4354,8084
28,1998,1,29,1163,1300
29,1998,1,30,4486,8366
30,1998,1,31,1781,995
31,1998,2,1,3462,3963
32,1998,2,2,3833,5349
33,1998,2,3,263,0
34,1998,2,4,2981,2364
35,1998,2,5,3789,5333
36,1998,2,6,610,2
37,1998,2,7,2458,2218
38,1998,2,8,2105,657
39,1998,2,9,4259,6114
40,1998,2,10,4290,5720
41,1998,2,11,2173,538
42,1998,2,12,3420,3864
43,1998,2,13,2234,1077
44,1998,2,14,495,3
45,1998,2,15,3344,2693
46,1998,2,16,3365,1830
47,1998,2,17,1853,1466
48,1998,2,18,5130,7936
49,1998,2,19,2308,662
50,1998,2,20,4740,6420
51,1998,2,21,3608,1697
52,1998,2,22,664,0
53,1998,2,23,1023,37
54,1998,2,24,2854,1721
55,1998,2,25,4759,5441
56,1998,2,26,5053,6758
57,1998,2,27,5589,8782
58,1998,2,28,5767,9320
59,1998,3,1,5816,9108
60,1998,3,2,4995,5925
61,1998,3,3,3913,2145
62,1998,3,4,3781,2803
63,1998,3,5,3603,2356
64,1998,3,6,3513,2844
65,1998,3,7,6261,9924
66,1998,3,8,5935,8197
67,1998,3,9,5736,6807
68,1998,3,10,6307,9517
69,1998,3,11,6407,9822
70,1998,3,12,5535,6553
71,1998,3,13,3189,1507
72,1998,3,14,4034,2927
73,1998,3,15,5642,6338
74,1998,3,16,1248,35
75,1998,3,17,2493,1035
76,1998,3,18,6107,7097
77,1998,3,19,6149,7471
78,1998,3,20,3730,2000
79,1998,3,21,5462,4293
80,1998,3,22,6255,6548
81,1998,3,23,6851,9968
82,1998,3,24,6037,7554
83,1998,3,25,1452,112
84,1998,3,26,2740,1149
85,1998,3,27,2134,1066
86,1998,3,28,2416,1254
87,1998,3,29,3379,1400
88,1998,3,30,5804,5820
89,1998,3,31,1870,163
90,1998,4,1,3951,1967
91,1998,4,2,4850,4553
92,1998,4,3,5541,5951
93,1998,4,4,4485,2842
94,1998,4,5,4657,3554
95,1998,4,6,4019,1930
96,1998,4,7,6216,7116
97,1998,4,8,7136,8164
98,1998,4,9,7403,9114
99,1998,4,10,7623,10044
100,1998,4,11,1738,627
101,1998,4,12,6368,6063
102,1998,4,13,5831,4768
103,1998,4,14,6421,5726
104,1998,4,15,6310,6812
105,1998,4,16,7587,8568
106,1998,4,17,7961,10619
107,1998,4,18,7882,10443
108,1998,4,19,7820,10160
109,1998,4,20,7881,10262
110,1998,4,21,7848,10116
111,1998,4,22,7028,7800
112,1998,4,23,6547,6348
113,1998,4,24,7052,6729
114,1998,4,25,4581,1527
115,1998,4,26,7857,8917
116,1998,4,27,7985,9470
117,1998,4,28,7976,9453
118,1998,4,29,7921,9041
