,Year,Month,Day,GHI,DNI
0,1998,1,1,3730,8313
1,1998,1,2,3508,7642
2,1998,1,3,2874,4035
3,1998,1,4,2002,561
4,1998,1,5,2322,1031
5,1998,1,6,3966,8801
6,1998,1,7,2822,3815
7,1998,1,8,4005,8491
8,1998,1,9,3976,8868
9,1998,1,10,3916,8399
10,1998,1,11,3971,8600
11,1998,1,12,4029,8823
12,1998,1,13,2489,2963
13,1998,1,14,3926,7677
14,1998,1,15,3784,7052
15,1998,1,16,3958,7456
16,1998,1,17,3721,6128
17,1998,1,18,4143,8460
18,1998,1,19,3355,4053
19,1998,1,20,3750,5072
20,1998,1,21,2198,1192
21,1998,1,22,4323,8777
22,1998,1,23,4311,8852
23,1998,1,24,4271,8030
24,1998,1,25,4466,9142
25,1998,1,26,4463,8989
26,1998,1,27,4477,8350
27,1998,1,28,3116,3451
28,1998,1,29,4267,6012
29,1998,1,30,4596,8991
30,1998,1,31,4566,7874
31,1998,2,1,4416,6865
32,1998,2,2,4468,7984
33,1998,2,3,4668,8619
34,1998,2,4,1272,430
35,1998,2,5,2435,1402
36,1998,2,6,4057,5788
37,1998,2,7,4212,6533
38,1998,2,8,4858,8520
39,1998,2,9,4404,6165
40,1998,2,10,4017,5592
41,1998,2,11,4665,5904
42,1998,2,12,3628,3892
43,1998,2,13,4953,7484
44,1998,2,14,5130,8814
45,1998,2,15,2899,1565
46,1998,2,16,4729,6990
47,1998,2,17,5111,8116
48,1998,2,18,3419,3109
49,1998,2,19,4184,4972
50,1998,2,20,3004,1681
51,1998,2,21,3965,3080
52,1998,2,22,5491,8424
53,1998,2,23,5712,9539
54,1998,2,24,4919,4925
55,1998,2,25,5379,8006
56,1998,2,26,5858,8812
57,1998,2,27,4136,3098
58,1998,2,28,5391,7393
59,1998,3,1,6092,9508
60,1998,3,2,6030,9347
61,1998,3,3,6144,10240
62,1998,3,4,6073,9210
63,1998,3,5,6042,8852
64,1998,3,6,3447,2565
65,1998,3,7,5895,8366
66,1998,3,8,5698,6779
67,1998,3,9,6494,10296
68,1998,3,10,6473,9488
69,1998,3,11,6521,10088
70,1998,3,12,5451,5961
71,1998,3,13,6397,8653
72,1998,3,14,5090,5388
73,1998,3,15,4967,4905
74,1998,3,16,2513,170
75,1998,3,17,4551,3006
76,1998,3,18,5516,6363
77,1998,3,19,6973,10654
78,1998,3,20,6849,9702
79,1998,3,21,6862,10037
80,1998,3,22,7047,10583
81,1998,3,23,6817,8536
82,1998,3,24,7180,10866
83,1998,3,25,7296,11019
84,1998,3,26,5311,4206
85,1998,3,27,7221,10549
86,1998,3,28,7330,10702
87,1998,3,29,7270,10464
88,1998,3,30,5966,6679
89,1998,3,31,7527,10803
90,1998,4,1,7708,11208
91,1998,4,2,7638,10667
92,1998,4,3,7577,10665
93,1998,4,4,7636,10756
94,1998,4,5,7784,11078
95,1998,4,6,6706,8744
96,1998,4,7,7732,10594
97,1998,4,8,7834,10804
98,1998,4,9,7850,10823
99,1998,4,10,7902,10861
100,1998,4,11,7668,10256
101,1998,4,12,7986,11024
102,1998,4,13,8109,11108
103,1998,4,14,8167,11049
104,1998,4,15,8109,11076
105,1998,4,16,8139,11076
106,1998,4,17,3493,995
107,1998,4,18,7334,8612
108,1998,4,19,7422,8157
109,1998,4,20,8098,10853
110,1998,4,21,8166,10942
111,1998,4,22,8162,10883
112,1998,4,23,8063,10372
113,1998,4,24,8287,11168
114,1998,4,25,7908,9661
115,1998,4,26,7137,7716
116,1998,4,27,5863,3192
117,1998,4,28,8277,10646
118,1998,4,29,8167,10000
119,1998,4,30,8406,10924
120,1998,5,1,8361,10679
121,1998,5,2,8478,10697
122,1998,5,3,8012,8987
123,1998,5,4,8356,9506
124,1998,5,5,8663,11355
125,1998,5,6,8640,10701
126,1998,5,7,8724,11308
127,1998,5,8,8630,10088
128,1998,5,9,8744,11555
129,1998,5,10,8737,11559
130,1998,5,11,8926,11785
131,1998,5,12,8924,11563
132,1998,5,13,8960,11854
133,1998,5,14,4215,888
134,1998,5,15,9057,12251
135,1998,5,16,8151,8888
136,1998,5,17,6720,4620
137,1998,5,18,7499,5226
138,1998,5,19,7737,6800
139,1998,5,20,7606,6838
140,1998,5,21,4423,699
141,1998,5,22,5182,1497
142,1998,5,23,8829,10321
143,1998,5,24,9087,11566
144,1998,5,25,8091,7958
145,1998,5,26,7812,6655
146,1998,5,27,9050,11716
147,1998,5,28,8969,11376
148,1998,5,29,8657,10546
149,1998,5,30,8567,9292
150,1998,5,31,9121,12179
151,1998,6,1,9106,12030
152,1998,6,2,9112,12168
153,1998,6,3,8811,11176
154,1998,6,4,9193,11509
155,1998,6,5,9057,11657
156,1998,6,6,7160,6819
157,1998,6,7,6652,4389
158,1998,6,8,8587,8723
159,1998,6,9,8795,9324
160,1998,6,10,3940,956
161,1998,6,11,8930,11682
162,1998,6,12,8894,11467
163,1998,6,13,8841,11256
164,1998,6,14,9267,12310
165,1998,6,15,8921,11590
166,1998,6,16,9153,12075
167,1998,6,17,8798,10296
168,1998,6,18,9206,12296
169,1998,6,19,9252,12424
170,1998,6,20,9143,12120
171,1998,6,21,8984,11360
172,1998,6,22,8674,8735
173,1998,6,23,9045,11905
174,1998,6,24,8047,8536
175,1998,6,25,8889,11547
176,1998,6,26,9012,12020
177,1998,6,27,9199,12338
178,1998,6,28,9012,11866
179,1998,6,29,8880,11556
180,1998,6,30,8606,10068
181,1998,7,1,8123,9533
182,1998,7,2,4581,3243
183,1998,7,3,8331,9221
184,1998,7,4,8291,9826
185,1998,7,5,8141,8829
186,1998,7,6,8363,9705
187,1998,7,7,8453,10076
188,1998,7,8,7970,8557
189,1998,7,9,8414,10255
190,1998,7,10,8536,10999
191,1998,7,11,8565,10869
192,1998,7,12,8218,9561
193,1998,7,13,7524,8272
194,1998,7,14,8290,9653
195,1998,7,15,7088,6559
196,1998,7,16,7770,8196
197,1998,7,17,7212,5857
198,1998,7,18,8269,9911
199,1998,7,19,8484,10888
200,1998,7,20,7745,8687
201,1998,7,21,7368,7862
202,1998,7,22,8296,10454
203,1998,7,23,7899,9467
204,1998,7,24,7798,8641
205,1998,7,25,6571,6381
206,1998,7,26,5561,4730
207,1998,7,27,6627,5524
208,1998,7,28,8347,10791
209,1998,7,29,7866,9382
210,1998,7,30,6785,6799
211,1998,7,31,6661,6377
212,1998,8,1,7506,7844
213,1998,8,2,7668,8547
214,1998,8,3,4315,1223
215,1998,8,4,4630,3964
216,1998,8,5,4153,1684
217,1998,8,6,8099,10599
218,1998,8,7,8109,10204
219,1998,8,8,8160,10819
220,1998,8,9,7655,9351
221,1998,8,10,8121,10344
222,1998,8,11,6434,5927
223,1998,8,12,6410,4789
224,1998,8,13,4094,2447
225,1998,8,14,7968,10412
226,1998,8,15,7548,8651
227,1998,8,16,7913,10317
228,1998,8,17,7928,10542
229,1998,8,18,7291,8437
230,1998,8,19,6205,5857
231,1998,8,20,3403,1092
232,1998,8,21,7163,8447
233,1998,8,22,6299,6775
234,1998,8,23,7640,9674
235,1998,8,24,7575,10190
236,1998,8,25,7505,9984
237,1998,8,26,6246,5924
238,1998,8,27,7281,9243
239,1998,8,28,5130,5146
240,1998,8,29,7593,10094
241,1998,8,30,7739,10723
242,1998,8,31,7560,10328
243,1998,9,1,7191,8624
244,1998,9,2,7254,8744
245,1998,9,3,7143,8366
246,1998,9,4,7235,9368
247,1998,9,5,6241,6730
248,1998,9,6,7130,9427
249,1998,9,7,7255,10068
250,1998,9,8,7270,10204
251,1998,9,9,5597,5283
252,1998,9,10,6842,8670
253,1998,9,11,7199,10344
254,1998,9,12,7065,10398
255,1998,9,13,6926,9972
256,1998,9,14,6582,8167
257,1998,9,15,6534,7985
258,1998,9,16,5856,5626
259,1998,9,17,5610,6603
260,1998,9,18,6337,7405
261,1998,9,19,6155,7596
262,1998,9,20,6272,7811
263,1998,9,21,6037,6969
264,1998,9,22,6466,9497
265,1998,9,23,6141,7676
266,1998,9,24,6442,9719
267,1998,9,25,6282,9311
268,1998,9,26,5105,5629
269,1998,9,27,5285,5774
270,1998,9,28,6148,8990
271,1998,9,29,6123,9015
272,1998,9,30,6009,8188
273,1998,10,1,3913,3821
274,1998,10,2,6331,10072
275,1998,10,3,6304,10080
276,1998,10,4,6144,9530
277,1998,10,5,5496,7817
278,1998,10,6,6156,9797
279,1998,10,7,6124,9927
280,1998,10,8,5869,8609
281,1998,10,9,5965,8998
282,1998,10,10,5943,9755
283,1998,10,11,5999,9865
284,1998,10,12,5666,8988
285,1998,10,13,5542,8476
286,1998,10,14,5675,9330
287,1998,10,15,4859,4593
288,1998,10,16,5770,9697
289,1998,10,17,5760,9921
290,1998,10,18,5541,9447
291,1998,10,19,3932,2399
292,1998,10,20,884,7
293,1998,10,21,1315,561
294,1998,10,22,2753,697
295,1998,10,23,3300,2379
296,1998,10,24,4762,7358
297,1998,10,25,4873,7591
298,1998,10,26,4574,6680
299,1998,10,27,4760,7817
300,1998,10,28,5092,9510
301,1998,10,29,5028,9385
302,1998,10,30,3951,5506
303,1998,10,31,1849,368
304,1998,11,1,4673,7845
305,1998,11,2,4830,8991
306,1998,11,3,4236,7124
307,1998,11,4,1137,103
308,1998,11,5,1210,158
309,1998,11,6,2870,3566
310,1998,11,7,4354,6912
311,1998,11,8,4478,8493
312,1998,11,9,4267,7530
313,1998,11,10,4684,9501
314,1998,11,11,4480,8603
315,1998,11,12,2495,1126
316,1998,11,13,4186,7266
317,1998,11,14,4404,8782
318,1998,11,15,4335,8563
319,1998,11,16,4331,8653
320,1998,11,17,4306,8580
321,1998,11,18,4302,8676
322,1998,11,19,4168,8251
323,1998,11,20,2613,1198
324,1998,11,21,4247,8704
325,1998,11,22,4234,8938
326,1998,11,23,4154,8672
327,1998,11,24,3982,7578
328,1998,11,25,4089,8607
329,1998,11,26,3984,7409
330,1998,11,27,3959,7828
331,1998,11,28,3305,4557
332,1998,11,29,1477,1852
333,1998,11,30,3942,8445
334,1998,12,1,3650,7329
335,1998,12,2,2446,2014
336,1998,12,3,3207,5083
337,1998,12,4,3587,6566
338,1998,12,5,3814,8514
339,1998,12,6,3914,8462
340,1998,12,7,3399,6310
341,1998,12,8,3973,8685
342,1998,12,9,3767,7938
343,1998,12,10,904,1
344,1998,12,11,3579,6651
345,1998,12,12,3844,8634
346,1998,12,13,3836,8613
347,1998,12,14,3866,8793
348,1998,12,15,3712,8040
349,1998,12,16,3783,8564
350,1998,12,17,3690,7422
351,1998,12,18,3105,5303
352,1998,12,19,2634,2279
353,1998,12,20,3483,6125
